time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240801T061011,NVDA,Nicholas Global Equity and Income ETF,ETF Database,0.330921,Somewhat-Bullish,0.334506,0.551720
20240801T110729,NVDA,"Intel to cut 15% jobs, suspend dividend in turnaround push; shares plummet",Reuters,-0.100587,Neutral,0.517418,0.603374
20240801T141500,NVDA,IVV ETF or VAS ETF: Where should I invest?,The Motley Fool Australia,0.309291,Somewhat-Bullish,0.344398,0.629179
20240801T150700,NVDA,US progressives push for Nvidia antitrust investigation,Reuters,-0.101375,Neutral,-0.306847,1.000000
20240801T154400,NVDA,The Top 3 ETFs to Buy Now: Summer 2024,InvestorPlace,0.728506,Bullish,0.742766,0.727918
20240802T000000,NVDA,"Sentinum owner Ault Alliance pivots to AI, will sell non-data center assets",Data Center Dynamics,0.24872,Somewhat-Bullish,0.241069,0.614965
20240802T043800,NVDA,"Intel has worst day on Wall Street in 50 years, falls to lowest price in over a decade",CNBC,-0.393157,Bearish,-0.347546,0.624555
20240802T095858,NVDA,This Could Be a Buying Opportunity for Active ETF ‘LSGR’,ETF Trends,0.35618,Bullish,0.336807,0.628665
20240802T185123,NVDA,YieldMax放空NVDA期權收益策略主動型ETF-DIPS-ETF淨值表格,MoneyDJ理財網,-0.115509,Neutral,-0.133747,0.629305
20240802T211200,NVDA,Intel shares slump 26% as turnaround struggle deepens,Reuters,-0.621525,Bearish,-0.221569,0.617210
20240806T000000,NVDA,Which AI-Stock ETFs Are the Most Focused?,Morningstar Canada,0.228166,Somewhat-Bullish,0.312487,0.639566
20240806T020837,NVDA,Xtrackers Artificial Intelligence and Big Data ETF,ETF Database,0.664879,Bullish,0.727855,0.868370
20240806T062000,NVDA,Should You Invest in the Fidelity MSCI Information Technology Index ETF (FTEC)?,Nasdaq,0.339848,Somewhat-Bullish,0.289712,0.639932
20240806T081100,NVDA,Bitcoin miner Core Scientific rides AI from bankruptcy to $6.7 billion partnership in eight months,CNBC,0.212572,Somewhat-Bullish,0.381350,0.627879
