time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240301T000000,AAPL,Butterfly iQ+ Ultrasound System,Medical Device Network,0.136389,Neutral,0.102277,0.330632
20240301T214000,AAPL,"Dow's nearly 125-point rally led by gains for shares of NVIDIA Corp., Cisco",MSN,0.057512,Neutral,-0.346200,0.622109
20240304T000000,AAPL,Magnificent Seven vs. the ‘Granolas’: How does Europe’s version stack up?,Morningstar,0.143169,Neutral,0.136768,0.714969
20240304T120100,AAPL,Apple Hit With €1.8 Billion EU Fine Over Music App Abuses,Bloomberg.com,-0.427635,Bearish,-0.435915,1.000000
20240304T154523,AAPL,Eye on Travel: AmEx’s New Virtual Card Integration for Small-Business Travel and Expenses; IHG Hotels Endorses Grazzy for Digital Tipping,Digital Transactions,0.309343,Somewhat-Bullish,0.230489,0.584946
20240305T000000,AAPL,‘Funflation’ & Technology Driving Music Industry Resurgence,ETF Trends,0.297163,Somewhat-Bullish,0.229849,0.706714
20240306T120000,AAPL,HP Inc. CEO: Security Will Be A ‘Key Advantage’ In Our AI PC Strategy,CRN Magazine,0.266634,Somewhat-Bullish,0.102531,0.307999
20240306T133000,AAPL,How to Invest in Technology,Investing News Network,0.368648,Bullish,0.422399,0.633585
20240306T161915,AAPL,Why Mega-Cap Tech Stocks’ Dominance Is a Risk,Morgan Stanley,-0.243581,Somewhat-Bearish,-0.346289,0.718850
20240307T035125,AAPL,Should iShares Russell 1000 ETF (IWB) Be on Your Investing Radar?,TradingView,0.331141,Somewhat-Bullish,0.306324,0.647803
20240307T163212,AAPL,WhatsApp to Allow Cross-Functional Chatting Soon,INDOlink,0.182849,Somewhat-Bullish,0.129007,0.716237
20240308T012900,AAPL,SCHX: As Cheap As It Gets For Large-Cap Exposure,Seeking Alpha,0.34163,Somewhat-Bullish,0.316146,0.616359
20240308T155428,AAPL,Fortune 500 list: The top 10 companies dominating business,Fortune,0.26736,Somewhat-Bullish,-0.189576,0.882064
20240308T163733,AAPL,TSMC to Win More Than $5 Billion in Grants for US Chip Plant,Transport Topics,0.253183,Somewhat-Bullish,0.101972,0.626957
20240311T130900,AAPL,Alphabet is the bargain stock among the ‘Magnificent Seven’,MarketWatch,0.227149,Somewhat-Bullish,0.131933,0.620088
20240311T154001,AAPL,COPP Stock Price | Sprott Copper Miners ETF,Investing.com,-0.080201,Neutral,0.035433,0.556964
20240312T000000,AAPL,Apple v. Rivos: Lessons for Companies Facing Claims of Trade Secret Theft (US),Employment Law Worldview,-0.226413,Somewhat-Bearish,-0.231349,1.000000
20240312T122000,AAPL,3 Stocks to Buy Before the Fintech Sector Starts to Sizzle Again,InvestorPlace,0.158425,Somewhat-Bullish,0.154448,0.794241
20240312T161717,AAPL,Inverse/Leveraged Magnificent Seven ETFs Hit the Market,Nasdaq,0.238225,Somewhat-Bullish,0.219025,0.602297
20240312T163505,AAPL,The Apple Effect: Magic Leap Founder’s Previous Company Launches App on Vision Pro,Road to VR,0.159322,Somewhat-Bullish,0.334182,0.913918
20240312T163932,AAPL,"Forget Warren Buffett Stocks. Check Out What Todd Boehly Is Up to With RDE, Inc. [OTC: RSTN] Instead",Born2Invest,0.002752,Neutral,-0.149799,0.638654
20240313T044000,AAPL,Will Warren Buffett Keep Selling Apple?,CMC Markets,-0.199619,Somewhat-Bearish,-0.203211,1.000000
20240313T110000,AAPL,Sonos Era 100 review: Room-filling sound meets thoughtful improvements,Android Police,0.175746,Somewhat-Bullish,0.294529,0.731544
20240313T154014,AAPL,Apple’s Restore Fund cultivates new roots in the Atlantic Forest,Apple,0.421752,Bullish,0.424782,0.978677
20240314T074100,AAPL,LaCie Introduces New Rugged Mini SSD with Up to 4TB Capacity,digital terminal,0.378292,Bullish,0.317053,0.719069
20240314T133300,AAPL,"Markets Showing Signs of Bubble on Big Tech, Crypto Surge, BofA’s Hartnett Says",Bloomberg.com,-0.174014,Somewhat-Bearish,-0.245589,0.712316
20240314T154210,AAPL,Allstate Protection Plans Finds 78 Million Americans Damaged Their Smartphones in the Last Year. The Nation's Repair and Replacement Bill Now Totals $149 Billion Since the Introduction of the Smartphone,PR Newswire,0.211546,Somewhat-Bullish,0.130261,0.700058
20240314T154534,AAPL,"Watch BofA’s Hartnett Sees Characteristics of a Bubble in Mag 7, Crypto",Bloomberg.com,-0.288592,Somewhat-Bearish,-0.329881,0.635243
20240314T235740,AAPL,"VGT ETF: High Growth, High Concentration (NYSEARCA:VGT)",Seeking Alpha,0.258263,Somewhat-Bullish,0.229923,0.709120
20240315T000000,AAPL,"Apple Highlights Stryker, an NJIT Alum's Medical Tech Group, for VisionPro App",NJIT News |,0.396515,Bullish,0.401176,0.824428
20240318T123000,AAPL,"Gaia Launches Gaia+, the World’s Most Extensive Streaming Platform for Transformation",Yahoo Finance,0.178787,Somewhat-Bullish,0.114453,0.626580
20240318T131500,AAPL,Options Bulls Resume Blitz on Alphabet Stock,Schaeffer's Investment Research,0.369547,Bullish,0.324838,0.719460
20240319T000949,AAPL,"Meta Bows Down to EU Regulations After Apple And Google, Cut Subscription Prices for Ad-Free Facebook and Instagram",TradingView,0.175399,Somewhat-Bullish,0.114495,0.786188
20240319T154534,AAPL,BofA Survey Shows Risk-On Rotation Out of US Tech Into European Stocks,Bloomberg.com,-0.249899,Somewhat-Bearish,-0.403738,0.645912
