time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20231101T193619,TSLA,"Up 35% This Year, How Will Applied Materials Stock Trend Following Q4 Results?",Trefis,0.189146,Somewhat-Bullish,0.121423,0.559318
20231102T090800,TSLA,Tesla's Oct China-made EV sales fall 2.6% from Sept,Reuters,-0.226335,Somewhat-Bearish,-0.445484,1.000000
20231103T202005,TSLA,Tesla Continues to Face Bearish Pressure After Q3 Earnings,ETF Trends,0.007077,Neutral,0.010650,0.328150
20231104T103000,TSLA,"Carmakers rethink EV investments amid consumer struggles, sagging demand",Fortune,-0.283647,Somewhat-Bearish,-0.258463,0.905487
20231106T194026,TSLA,"Tesla, Organigram, BioNTech, Dish, Bumble, FreshPet, Berkshire Hathaway – Stocks on the move",Proactive financial news,-0.123756,Neutral,0.297836,0.937642
20231107T170932,TSLA,TSLY Total Assets Under Management Insights,YCharts,-0.410348,Bearish,-0.440278,0.738843
20231107T193501,TSLA,3 EV Stocks to Buy Now to Turn $1 Into $100,InvestorPlace,0.217831,Somewhat-Bullish,-0.149685,0.573956
20231108T200140,TSLA,Lucid Group names Marc Winterhoff as first-ever COO,WardsAuto,-0.162133,Somewhat-Bearish,0.114976,0.631223
20231109T184000,TSLA,Here Are Five Times GM Developed Some Pioneering And Important Innovation Only To Fumble It And Have To Catch Up Later Like A Chump,The Autopian,-0.047786,Neutral,0.117729,0.638957
20231109T200254,TSLA,"LiveOne Inc (LVO) Q2 Fiscal Year 2024 Earnings: Revenue Up, Adjusted EBITDA Dips",GuruFocus,-0.072612,Neutral,0.228609,0.646640
20231113T195615,TSLA,Honda raises production worker wages by 11% after Toyota pay bump,WardsAuto,-0.118398,Neutral,-0.131997,0.634899
20231115T201715,TSLA,Why TSLL Became the First Billion-Dollar Single-Stock ETF,ETF.com,0.238162,Somewhat-Bullish,0.339017,0.940713
20231116T155126,TSLA,GM buys gigacasting company with Tesla ties,WardsAuto,0.001083,Neutral,0.136583,1.000000
20231116T195322,TSLA,Greenbrier Multi-Max Plus™: Versatility in Motion,Railway Age,0.334157,Somewhat-Bullish,0.310276,0.644711
20231117T193624,TSLA,JPMorgan Chase CEO lauds Mexico as top investment destination,Mexico News Daily,0.233599,Somewhat-Bullish,0.208768,0.643636
20231118T201819,TSLA,BP Pulse secures deal for Tesla chargers to expand EV network,The Buzz - Electric Vehicle News,0.300014,Somewhat-Bullish,0.403863,0.911492
20231122T182400,TSLA,Webull Corporation Reports Strong Q3 Earnings and Growth,The Globe and Mail,0.152216,Somewhat-Bullish,-0.187296,0.570703
20231122T193700,TSLA,"Tesla Owners, Don't Forget To Pick Up Some WD-40 This Winter",autoevolution,0.040772,Neutral,0.121285,0.915422
20231122T200205,TSLA,3 Lithium Stocks to Buy and Hold No Matter What Happens,InvestorPlace,0.304696,Somewhat-Bullish,0.104473,0.612860
20231127T220900,TSLA,"Deere must face US farmers' 'right-to-repair' lawsuits, judge rules",Reuters,-0.028365,Neutral,0.131568,0.639656
20231130T155125,TSLA,Did Tesla Retaliate Against Employees for Opposing Harassment?,www.bamlawca.com,0.013558,Neutral,0.044521,0.314341
20231130T200236,TSLA,"Geely and NIO agreement could see battery swapping tech on Volvo, Polestar and Lotus cars",Auto Express,0.348143,Somewhat-Bullish,0.329975,0.639052
