time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20241001T000000,MSFT,13 Charts on Q3′s Roller-Coaster Rally for Stocks and Bonds,Morningstar,-0.217738,Somewhat-Bearish,-0.200842,0.682735
20241001T000000,MSFT,Ecolab Invests in Impact Fund to Collectively Raise $100M+ for Climate-Resilient Water and Sanitation Infrastructure,Ecolab,0.337555,Somewhat-Bullish,0.335261,0.628104
20241001T000000,MSFT,Workday takes on Microsoft in race to transform corporate finance,CFO Dive,0.3726,Bullish,0.252798,0.913417
20241001T085942,MSFT,Cloud Growth and AI: DigitalOcean's Winning Formula Explained,MarketBeat,0.253966,Somewhat-Bullish,0.124067,0.644591
20241001T090758,MSFT,"Invesco QQQ Stock Forecast Monthly 2024, 2025 To 2030",Exla Resources,0.373735,Bullish,0.418659,0.683912
20241001T093815,MSFT,Buy Costco American Express Transunion Stocks Motley Fo,Quartz,0.304568,Somewhat-Bullish,0.107104,0.623140
20241002T000000,MSFT,Trade Like a Member of Congress With These 2 ETFs,The Globe and Mail,0.339317,Somewhat-Bullish,0.314742,0.686007
20241002T000000,MSFT,Tech Collaboration Designed to Power the Future,Energized by Edison,0.441432,Bullish,0.313393,0.566214
20241002T000000,MSFT,Planet Labs PBC releases images from first hyperspectral satellite...,Optics.org,0.206216,Somewhat-Bullish,0.117023,0.618104
20241002T000000,MSFT,Crusoe partners with Vast Data for high performance storage on Crusoe Cloud,Data Center Dynamics,0.358331,Bullish,0.298793,0.576474
20241002T000000,MSFT,Ingram Micro Pulls the Trigger on its IPO Filing,ChannelE2E,0.143081,Neutral,0.110383,0.625748
20241002T070000,MSFT,How Snowflake's Stock Can Gain 3X To Reach $300,Forbes,0.183875,Somewhat-Bullish,0.105600,0.633696
20241002T090103,MSFT,Poolside raises $500M to take on GitHub and others with its AI coding assistants,SiliconANGLE,0.178884,Somewhat-Bullish,0.125821,0.643586
20241002T090209,MSFT,Comment: Engineers should be collaborators and not competitors with AI,The Engineer,0.383959,Bullish,0.341886,0.644541
20241002T092714,MSFT,"Cantor Fitzgerald Upgrades Teradyne, Inc. (TER) to Overweight, Citing Strong AI Leverage and Industry Recovery Potential",Yahoo Finance,0.352992,Bullish,0.274211,0.584079
20241002T125900,MSFT,Clean Energy Giant AES Moves Higher On AI-Fueled Data-Center Demand,Investor's Business Daily,0.28678,Somewhat-Bullish,0.236242,0.603423
20241003T000000,MSFT,Microsoft recognized as a Leader in the 2024 Gartner® Magic Quadrant™ for Desktop as a Service | Microsoft 365 Blog,Microsoft,0.41879,Bullish,0.462111,1.000000
20241003T000000,MSFT,Microsoft and Rezolve AI partner to drive global retail innovation with AI-powered commerce solutions,Microsoft Source,0.440565,Bullish,0.419098,1.000000
20241003T091309,MSFT,Boost Efficiency & Growth With Enterprise Applications,Gartner,0.342877,Somewhat-Bullish,0.330122,0.619923
20241003T093425,MSFT,How Sanofi Is Driving Efficiency and Growth with Agile Quality,Veeva,0.452192,Bullish,0.283847,0.562781
20241003T123000,MSFT,TD Securities’ head of research shares top Canadian stock picks,BNN Bloomberg,0.377878,Bullish,0.310684,0.624642
20241004T000000,MSFT,Transforming drug discovery: Novo Nordisk uses the power of AI and Azure with Microsoft Research,Microsoft,0.566667,Bullish,0.519996,0.911610
20241004T040854,MSFT,2 Dividend Growth ETFs That You Can Count on for Recurring Income for Decades,The Globe and Mail,0.487463,Bullish,0.449502,0.708399
20241004T092421,MSFT,CFOs On the Move: Week ending Oct. 4,CFO.com,0.080958,Neutral,0.180524,0.629794
20241004T172000,MSFT,"European Data Center Market to Grow by USD 291.7 Billion (2024-2028), with AI-Driven Insights on Impact of Data Protection Regulations - Technavio",PR Newswire,0.254151,Somewhat-Bullish,0.316031,0.706479
20241005T093200,MSFT,"Oracle's Larry Ellison is getting richer, rivaling Musk, Bezos, Zuckerberg",Fox Business,0.196341,Somewhat-Bullish,0.149034,0.644918
20241006T213400,MSFT,OpenAI partners with AMD; multi-billion-dollar chip orders may ignite computing power race!,富途牛牛,0.495657,Bullish,0.336950,0.625389
20241007T000000,MSFT,"Direxion Debuts Netflix, TSM Single Stock ETFs",ETF.com,0.191569,Somewhat-Bullish,0.117541,0.608415
20241008T000000,MSFT,Denso’s development of “human-like” robots using Azure OpenAI Service as the brain to help robots and humans work together through dialogue,Microsoft,0.222391,Somewhat-Bullish,0.435536,1.000000
20241008T090000,MSFT,PagerDuty debuts new AI features for its incident response platform,SiliconANGLE,0.33551,Somewhat-Bullish,0.249179,0.634825
20241008T091313,MSFT,Prasenjit Banerji : Shaping the Future of Packaging with Visionary Leadership,Asia Business Outlook,0.221473,Somewhat-Bullish,0.126418,0.593403
20241008T092002,MSFT,How Mexico is pioneering AI innovation for a global future,Microsoft,0.043012,Neutral,0.042680,0.338073
20241008T093644,MSFT,Teradata harnesses its history of parallel architecture for AI era,SiliconANGLE,0.218965,Somewhat-Bullish,0.109211,0.626390
20241008T093750,MSFT,"Kartoon Channel and Samsung TV Plus Launch Kids Free Streaming Channel in India, the United Kingdom, Italy, and Spain",Yahoo Finance,0.209694,Somewhat-Bullish,0.133351,0.625081
20241008T140500,MSFT,How Commvault is transforming cloud-first cyber resilience,SiliconANGLE,0.116668,Neutral,0.141761,0.313451
20241008T220844,MSFT,Here’s why I’d avoid the DGRO ETF and buy VOO instead,Invezz,0.134626,Neutral,0.220157,0.620066
20241009T000000,MSFT,Walmart will personalize customer experience with generative AI,Chain Store Age,0.214946,Somewhat-Bullish,0.108780,0.622793
20241009T022100,MSFT,Amazon.com Inc (AMZN): Stock That Will Make You Rich in 5-10 Years,Insider Monkey,0.343343,Somewhat-Bullish,0.273676,0.581281
20241009T084619,MSFT,Have you tried? Autodesk Construction Cloud Data Connector & Microsoft CoPilot - Digital Builder,Autodesk,0.399288,Bullish,0.335879,0.826277
20241009T090857,MSFT,This ETF Is a Backdoor AI Play,ETF Database,0.348212,Somewhat-Bullish,0.322025,0.706421
20241009T114600,MSFT,NICE Ltd Offers Near-Term Value With Strong Growth Potential,Forbes,0.127129,Neutral,0.129685,0.337805
20241010T000000,MSFT,AMD Unveils CPU & GPU Solutions in AI Leadership Bid,Technology Magazine,0.363906,Bullish,0.313824,0.631048
20241010T094231,MSFT,Data centers tap pipelines for onsite natural gas generation,Power Engineering,0.296046,Somewhat-Bullish,0.249558,0.634156
20241010T162500,MSFT,"Unafraid of Wall Street's pessimism! Apple's stock price approaching a new high, has it shaken off the shadow of the ""Stock God""'s shareholding?",富途牛牛,-0.087953,Neutral,-0.104790,0.611722
20241011T000000,MSFT,ManpowerGroup Talent Solutions builds strategic workforce planning solution with Power Platform,Microsoft,0.386037,Bullish,0.315256,0.801832
20241011T102500,MSFT,"After Vistra Stock’s (VST) 200%+ Move This Year, Is There More Potential Upside Before Q3 Earnings?",Nasdaq,0.207139,Somewhat-Bullish,0.156088,0.614694
20241014T000000,MSFT,US Stock Market Outlook Q4 2024: Will the Great Rotation Persist?,Morningstar,0.341791,Somewhat-Bullish,0.503895,0.656424
20241014T084613,MSFT,Adobe Launches GenStudio for Performance Marketing to Accelerate Campaigns for Marketing and Creative Teams with Generative AI and Deep Insights,Adobe Newsroom,0.326638,Somewhat-Bullish,0.321693,0.636614
20241014T085931,MSFT,Nuclear Power Makes a Comeback as Data Centers Adapt to Rising Power Demands,Urban Land Magazine,0.216914,Somewhat-Bullish,0.310201,0.935272
20241014T090527,MSFT,"Freedom Holding Corp. celebrates five years on Nasdaq, marking Cyprus’ strategic role",Cyprus Mail,0.316463,Somewhat-Bullish,0.143766,0.551957
20241014T090633,MSFT,"GDS acquires Singapore warehouse, plans data center redevelopment",DatacenterDynamics,0.360236,Bullish,0.321106,0.620476
20241014T091340,MSFT,"Jabil Introduces New High-Performance, Purpose-Built AMD and Intel Servers Optimized for AI, FinTech, and Cloud Applications",I-Connect007,0.30009,Somewhat-Bullish,0.203086,0.575605
