time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240201T000000,AMZN,Plug Power Completes First Customer Fill of Liquid Green Hydrogen at its Georgia Plant,Plug Power,0.395498,Bullish,0.292049,0.609981
20240201T052800,AMZN,What companies experienced massive layoffs in 2024? Who's making cuts so far,The Courier-Journal,-0.360235,Bearish,-0.326680,0.631455
20240201T080000,AMZN,Sonos Era 100 vs. Era 300: Budget or brawn?,Android Police,0.186056,Somewhat-Bullish,0.102368,0.636389
20240201T164107,AMZN,NEOS Nasdaq 100 High Income ETF,ETF Database,0.10621,Neutral,0.143292,0.638336
20240202T000000,AMZN,Markets Brief: Will the ‘Magnificent Seven’ Stocks Keep Carrying the Market After Earnings?,Morningstar,0.155659,Somewhat-Bullish,0.313819,0.921597
20240202T000000,AMZN,"Apple, Skechers fall; Amazon, Deckers Outdoor rise, Friday, 2/2/2024",Quartz,0.220419,Somewhat-Bullish,0.529300,0.807444
20240202T111500,AMZN,BofA’s Hartnett Says Stock Markets Are Behaving Like Dot-Com Era,Bloomberg.com,0.238465,Somewhat-Bullish,0.211945,0.621318
20240202T164625,AMZN,"Amazon Stock Jumps On Earnings Beat, Cloud AI Product Growth—Key Price Levels to Watch",Investopedia,0.407791,Bullish,0.419286,1.000000
20240202T164625,AMZN,Amazon’s Jeff Bezos Filed Plan to Sell Up to $8.6 Billion of Stock,Barron's,-0.194265,Somewhat-Bearish,-0.197108,1.000000
20240202T165638,AMZN,Crocs names CFO Anne Mehlman as President,TheIndustry.fashion,0.278714,Somewhat-Bullish,0.147628,0.619683
20240202T171222,AMZN,"Exclusive | Intel Delays $20 Billion Ohio Project, Citing Slow Chip Market",The Wall Street Journal,-0.049766,Neutral,0.106398,0.641464
20240202T172200,AMZN,Bezos plans on selling 50 million Amazon shares during next 12 months,Fox Business,-0.206562,Somewhat-Bearish,-0.245199,1.000000
20240205T140100,AMZN,"Snap, the owner of Snapchat, is laying off about 10% of its global workforce",WAVY.com,-0.304097,Somewhat-Bearish,-0.331903,0.636810
20240205T174518,AMZN,"Security startup Wiz adds former Zscaler COO, plans hiring spree",Reuters,0.17551,Somewhat-Bullish,0.132302,0.642232
20240205T185230,AMZN,"FNDX ETF: Fundamentals Are Attractive, Performance Is Not (NYSEARCA:FNDX)",Seeking Alpha,0.41762,Bullish,0.507777,0.636400
20240206T000000,AMZN,Why US large cap growth’s banner year didn’t look the same across index providers,LSEG,0.113247,Neutral,0.309118,0.607321
20240206T165816,AMZN,Dollar General taps AI to optimize produce ordering,Supply Chain Dive,0.294573,Somewhat-Bullish,0.201210,0.618803
