time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240801T141500,AAPL,IVV ETF or VAS ETF: Where should I invest?,The Motley Fool Australia,0.289881,Somewhat-Bullish,0.341132,0.721729
20240802T105904,AAPL,"August 2024: Bitcoin, the Dollar, and Fed Rate Cuts",Grayscale,0.110181,Neutral,0.107486,0.656250
20240802T110955,AAPL,"Arca Biopharma plans to sell off tech, IP as part of Oruka merger",BizWest,0.221983,Somewhat-Bullish,0.721110,0.927434
20240802T162740,AAPL,"Apple Beats on Q3 Earnings, Pins Hopes on AI: ETFs to Buy",TradingView,0.354153,Bullish,0.423463,0.909921
20240805T151900,AAPL,The 3 Best 6G Stocks to Buy in August 2024,InvestorPlace,0.321937,Somewhat-Bullish,0.377404,0.777825
20240806T062000,AAPL,Should You Invest in the Fidelity MSCI Information Technology Index ETF (FTEC)?,Nasdaq,0.332064,Somewhat-Bullish,0.319827,0.711423
20240806T095308,AAPL,"Xtrackers Artificial Intelligence and Big Data ETF ETF Price, Holdings, & News (NASDAQ:XAIX)",MarketBeat,0.154401,Somewhat-Bullish,0.184616,0.701388
20240807T160000,AAPL,Future Vehicles Spotlight: 3 Reasons to Buy CARZ ETF on the Dip,InvestorPlace,0.184987,Somewhat-Bullish,0.124636,0.633669
20240809T062000,AAPL,Should Vanguard Russell 1000 Growth ETF (VONG) Be on Your Investing Radar?,Nasdaq,0.359321,Bullish,0.333199,0.612046
20240809T110359,AAPL,Apple’s satcom partner Globalstar says keen on India entry,The Economic Times,0.413472,Bullish,0.305531,0.737689
20240809T111108,AAPL,Design Patents Claiming Component Parts of a Larger Product Are Not Inherently Invalid,ArentFox Schiff,0.085564,Neutral,0.137826,0.723430
20240810T050327,AAPL,VFQY: A Diversified But Underperforming Quality ETF,Seeking Alpha,-0.097624,Neutral,0.023204,0.634519
20240812T080500,AAPL,3 Principal Financial Group Mutual Fund for Strong Returns,Nasdaq,0.374783,Bullish,0.300393,0.609958
20240813T000000,AAPL,Growth Beats Yield at This T. Rowe Price Mutual Fund,Kiplinger,-0.109784,Neutral,0.111843,0.611316
20240813T172400,AAPL,"Apple Stock Is Gaining Momentum, Is AAPL Stock a Buy?",Barchart.com,0.171306,Somewhat-Bullish,0.306009,1.000000
20240815T000000,AAPL,"Warren Buffett Still Holds 400M Apple Shares, Reveals New Investments In Ulta Beauty And Heico — Elon Musk Calls Berkshire Hathaway's $277B Cash Reserves 'Wild'",Yahoo Finance,0.12717,Neutral,0.091826,0.908694
20240815T000000,AAPL,Berkshire Hathaway Takes Stake in Ulta Beauty,The Business of Fashion,-0.072221,Neutral,-0.401425,0.723389
20240815T073700,AAPL,"Berkshire invests in Ulta Beauty, Heico as it retreats from Apple",Reuters,0.047301,Neutral,-0.475277,0.964991
20240815T104340,AAPL,Apple Card named best in customer satisfaction among co-branded credit cards with no annual fee by J.D. Power,Apple,0.736728,Bullish,0.789213,0.996998
20240815T112816,AAPL,Kosciusko County Court News,InkFreeNews.com,0.096056,Neutral,0.113475,0.646187
20240815T124000,AAPL,IUSG: A Growth ETF With An Impressive 12% IRR Potential (NASDAQ:IUSG),Seeking Alpha,0.346394,Somewhat-Bullish,0.346905,0.617187
20240816T000000,AAPL,"Big XR News from Meta, Vuzix, Pico, Apple",XR Today,-0.06714,Neutral,0.130832,0.730336
20240816T112150,AAPL,A Record 8.5% of U.S. Homes Are Worth $1 Million or More,Redfin,0.160474,Somewhat-Bullish,0.132516,0.607228
20240821T000000,AAPL,Amkor Gets Federal Funding Boost for $2B Arizona Semiconductor Facility,Engineering News-Record | ENR,0.154284,Somewhat-Bullish,0.308379,0.701328
20240821T120900,AAPL,AI Stock Eyes Early Buy Trigger As Profits Surge,Investor's Business Daily,0.286657,Somewhat-Bullish,0.293160,0.629539
20240822T095221,AAPL,Amplify CWP Growth & Income ETF Holdings,Quiver Quantitative,0.11984,Neutral,0.113663,0.744137
