time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240301T000000,TSLA,"The Rise of Humanoids, Explained",Global X ETFs,0.385907,Bullish,0.403288,0.812142
20240301T041135,TSLA,Invest Like A Congressional Insider With NANC And KRUZ?,Seeking Alpha,0.055847,Neutral,0.349495,0.625146
20240304T161504,TSLA,Surging Lithium Market Growth Expected Through 2030 Due to Increasing Adoption of Cleaner Energy Sources,The Globe and Mail,0.187728,Somewhat-Bullish,0.328922,0.561820
20240306T161545,TSLA,Here’s the One Chinese EV Stock Worth Buying and Holding,MarketBeat,0.292517,Somewhat-Bullish,0.146517,0.632686
20240306T192400,TSLA,Tesla shares fall after Morgan Stanley cuts price target on weakening EV demand,Reuters,-0.391405,Bearish,-0.484427,1.000000
20240307T160615,TSLA,The Optimists Were Right About FANG Stocks,Morningstar,0.421155,Bullish,0.332615,0.877147
20240308T162214,TSLA,Charted: Ozempic-maker Novo Nordisk surges on new obesity drug trial results,Axios,0.400061,Bullish,0.108077,0.638535
20240312T000000,TSLA,Training Techs for EV Duty,WardsAuto,0.257673,Somewhat-Bullish,0.339727,0.806086
20240313T154426,TSLA,The 3 Most Undervalued Lithium Stocks to Buy in March 2024,InvestorPlace,0.272335,Somewhat-Bullish,0.145397,0.577821
20240314T000000,TSLA,"Stardust Power: Securing a domestic, sustainable supply of battery-grade lithium for a clean future",Innovation News Network,0.545631,Bullish,0.347183,0.634513
20240315T161200,TSLA,Tesla settles with Black worker who won two trials over racist discrimination,CNBC,-0.207145,Somewhat-Bearish,-0.196803,1.000000
20240315T163728,TSLA,Tesla to pay $42 million for employee crash that injured motorcyclist,CNBC,-0.320489,Somewhat-Bearish,-0.342216,1.000000
20240316T034900,TSLA,"Tesla to raise US prices for Model Y vehicles by $1,000 on April 1",Reuters,0.268942,Somewhat-Bullish,0.257386,1.000000
20240318T133900,TSLA,Major electric vehicle lithium project paused. Other SC battery recycling investments continue.,South Carolina Daily Gazette,-0.213379,Somewhat-Bearish,-0.202349,0.735444
20240318T140200,TSLA,Pumping the brakes,The Clinton Chronicle,-0.066393,Neutral,0.106506,0.625176
20240318T164019,TSLA,New EV policy to help launch many premium-quality SUVs: VinFast Auto,Business Standard,0.275795,Somewhat-Bullish,0.147458,0.744490
20240318T164224,TSLA,All Eyes on AI: Automotive Tech on Full Display at GTC 2024,NVIDIA Blog,0.263019,Somewhat-Bullish,0.222383,0.614184
20240321T193908,TSLA,AMZZ Stock Price | GraniteShares 2x Long AMZN Daily ETF,Investing.com,-0.11723,Neutral,-0.525535,0.645601
20240322T121000,TSLA,The 5 Biggest Buyers of Nio (NIO) Stock,InvestorPlace,-0.238182,Somewhat-Bearish,-0.220454,0.832180
20240322T200700,TSLA,"BlackRock's Fink deserves a standing ovation, Galaxy Digital CEO says",Pensions & Investments,-0.007868,Neutral,-0.402628,0.627155
20240325T120000,TSLA,Dow announces intent to invest in new world-scale carbonate solvents facility in the U.S.,PR Newswire,0.364755,Bullish,0.346040,0.623372
20240325T164500,TSLA,Tesla Staff Ordered to Demo Full Self-Driving Mode to Buyers,Transport Topics,0.105968,Neutral,0.125362,1.000000
20240326T000000,TSLA,Century Aluminum to build green aluminium smelter in the US with DOE grant,Fastmarkets,0.293274,Somewhat-Bullish,0.248411,0.552317
20240326T000000,TSLA,"Copper’s Red-Hot Rally, Fueled by EVs, Renewables and a Smelter Squeeze",USFunds,0.2236,Somewhat-Bullish,0.297480,0.647906
20240327T163728,TSLA,Tesla to offer US customers a free 1-month trial of Full Self Driving,WardsAuto,0.340522,Somewhat-Bullish,0.320811,1.000000
20240327T164018,TSLA,EV Maker VinFast Plugs Into Thailand: 15 Dealers Sign On To Drive EV Revolution In The Land Of Smiles,Sahm,0.22934,Somewhat-Bullish,0.121273,0.640835
20240328T160330,TSLA,This year’s ranking of EV carmakers from most to least ‘clean’: Report,Mongabay,0.130259,Neutral,0.250031,0.837468
