time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20241201T000000,AMZN,"AdTech Market: Trends, Innovations, and Growth Outlook 2032",Straits Research,0.257987,Somewhat-Bullish,0.329939,0.636470
20241202T000000,AMZN,S&P 500 rises 5.7% in November to log best month of 2024,S&P Global,0.31775,Somewhat-Bullish,0.342946,0.745645
20241202T065227,AMZN,CDW strengthens cloud offerings through Mission Cloud acquisition,SiliconANGLE,0.426291,Bullish,0.332925,0.648020
20241202T071705,AMZN,Lotus Chooses AWS as Its Preferred Cloud Provider to Advance Connected and Automated Vehicles,Business Wire,0.386598,Bullish,0.311094,0.928942
20241202T083000,AMZN,Marvell Expands Strategic Collaboration with AWS to Enable Accelerated Infrastructure for AI in the Cloud,PR Newswire,0.350049,Bullish,0.303590,0.714296
20241202T105300,AMZN,News | Oracle's shrinking Boston-area hub triggers spike in available office space,CoStar,-0.092564,Neutral,-0.129121,0.624133
20241202T115000,AMZN,"News | WeWork, Amazon partner on one of Manhattan’s largest office leases this year",CoStar,0.121121,Neutral,0.210387,0.819537
20241202T131200,AMZN,Amazon to pilot AI-designed material for carbon removal,Reuters,0.188021,Somewhat-Bullish,0.260219,0.952236
20241202T140600,AMZN,"25 Best Stocks to Own in December, Including Broadcom",Schaeffer's Investment Research,0.242997,Somewhat-Bullish,0.283615,0.643728
20241202T152600,AMZN,Tesla leads November's global market value surge,Reuters,0.412927,Bullish,0.485782,0.762299
20241203T000000,AMZN,"After Earnings, Is Target Stock a Buy, a Sell, or Fairly Valued?",Morningstar,-0.051209,Neutral,-0.109716,0.579605
20241203T000000,AMZN,JBG SMITH Launches Leasing At The Zoe in National Landing,citybiz,0.433603,Bullish,0.348799,0.646447
20241203T070700,AMZN,Domino's® and Netflix Partner to Bring Emergency Pizza to the Squid Game Universe,PR Newswire,0.328819,Somewhat-Bullish,0.142097,0.317971
20241203T173400,AMZN,Why Momentum Stocks & ETFs Are Crushing the Market,Nasdaq,0.290032,Somewhat-Bullish,0.293442,0.723233
20241204T000000,AMZN,Attorney General Schwalb Sues Amazon for Secretly Excluding Ward 7 & 8 ZIP Codes from Prime Membership Delivery Benefits,District of Columbia | Attorney General (.gov),-0.407483,Bearish,-0.386995,0.970685
20241204T073000,AMZN,"SRM Entertainment's Amazon Sales Surge Over 400% in Three Months, Fueling Strong Financial Performance",GlobeNewswire,0.351548,Bullish,0.309777,0.723076
20241204T073500,AMZN,"Roku will be bought for a large premium in the next year, says Needham analyst Laura Martin",CNBC,0.311139,Somewhat-Bullish,0.207280,0.581211
20241204T113100,AMZN,Tech stocks hit first all-time high since July,CNBC,0.397132,Bullish,0.310878,0.748179
20241204T114500,AMZN,SailPoint Now Runs on AWS Through the AWS Asia Pacific - Mumbai Region to Support Demand for Identity Security in India,Business Standard,0.412834,Bullish,0.332858,0.721403
20241205T000000,AMZN,Affirm Stock 2025 Prediction: Is AFRM a Buy or Sell After Its Recent Rally?,Barchart.com,0.164384,Somewhat-Bullish,0.332765,0.624444
20241205T000000,AMZN,"Asana Recognized as a Leader in the 2024 Gartner® Magic Quadrant™ for Collaborative Work Management (CWM), once again",Asana,0.344823,Somewhat-Bullish,0.315591,0.635867
20241205T161500,AMZN,Contact - The Lethbridge Herald - News and Sports from around Lethbridge,FinancialContent,0.02635,Neutral,0.110036,0.643691
20241205T163000,AMZN,Amazon.com Inc. stock outperforms competitors on strong trading day,MarketWatch,0.345502,Somewhat-Bullish,0.311703,1.000000
20241206T000000,AMZN,Target sets sales records with exclusive Taylor Swift holiday offers,Chain Store Age,0.218954,Somewhat-Bullish,0.125561,0.612675
20241206T000000,AMZN,Amazon.com Inc: Sustainable Packaging Policies for Flexible Plastics,As You Sow,0.015546,Neutral,0.017823,0.319553
20241206T000000,AMZN,Nvidia Could See Competition From Magnificent Seven Peer,ETF Trends,0.25441,Somewhat-Bullish,0.234473,0.912413
20241206T000000,AMZN,What Nashville public companies are paying to protect their CEOs,The Business Journals,-0.058094,Neutral,0.030496,0.577859
20241206T000000,AMZN,ULTA Stock: Ulta Beauty Upgrades Full-Year Guidance,Value The Markets,0.232146,Somewhat-Bullish,0.105987,0.637222
20241206T163800,AMZN,"Walmart, Amazon holiday spending rise as Target, Best Buy stumble, data shows",Reuters,0.157548,Somewhat-Bullish,0.455678,0.997888
20241206T180900,AMZN,"BlackRock, Inc. Reduces Stake in iShares MSCI Poland ETF",GuruFocus,0.000564,Neutral,0.036572,0.608235
20241207T074312,AMZN,Enough With the Gift Guides (Published 2024),The New York Times,0.115017,Neutral,0.141810,0.616583
20241207T200725,AMZN,E-mini Nasdaq-100 Futures - Volume & Open Interest,CME Group,0.342316,Somewhat-Bullish,0.318132,0.717449
20241209T003912,AMZN,QBIG Stock Price | Invesco Top QQQ ETF,Investing.com,0.169433,Somewhat-Bullish,0.322811,0.645930
20241209T072914,AMZN,"Quantum Computing Inc. is a Leader in the Industry, For How Long?",The Globe and Mail,0.277934,Somewhat-Bullish,0.205093,0.639607
20241209T073045,AMZN,Mission success for Rocket Lab’s latest suborbital hypersonic launch,SatNews Publishers,0.221773,Somewhat-Bullish,-0.122951,0.595537
20241209T073148,AMZN,"FreightTech supershow with RXO, Happyrobot, GenLogs | WHAT THE TRUCK?!?",FreightWaves,0.242078,Somewhat-Bullish,0.139973,0.585181
20241209T160000,AMZN,Intuit and Amazon Expand Strategic Partnership,Intuit,0.398146,Bullish,0.336754,0.921485
20241209T160100,AMZN,Amazon is bringing Intuit QuickBooks software to its millions of third-party sellers,CNBC,0.275745,Somewhat-Bullish,0.255911,0.936215
20241210T000000,AMZN,Amazon.com Inc: Disclose Scope 3 Emissions,As You Sow,-0.038657,Neutral,-0.294772,1.000000
20241210T000000,AMZN,"Is Now The Time To Look At Buying Amazon.com, Inc. (NASDAQ:AMZN)?",Simply Wall Street,0.447061,Bullish,0.401473,1.000000
20241210T000000,AMZN,Federal Judge Blocks $25 Billion Kroger-Albertsons Grocery Merger,The New York Times,-0.067738,Neutral,0.101485,0.612401
20241210T000955,AMZN,Franklin Resources Inc. Reduces Stake in ClearBridge Energy Mids,GuruFocus,-0.049278,Neutral,0.065948,0.571975
20241210T064939,AMZN,Does Dividend Investing Still Work?,Morningstar,0.122253,Neutral,0.110545,0.702555
20241210T065910,AMZN,Top 10 Video Games Companies in the Global Market [2024],Fortune Business Insights,0.281497,Somewhat-Bullish,0.226139,0.554032
20241210T070804,AMZN,PREORDER - Transformers x Sonic Blue Booster & Wingtail Target Exclusive,Tformers,0.258619,Somewhat-Bullish,0.248445,0.626092
20241210T071145,AMZN,Amazon to offer Intuit's QuickBooks to third-party sellers,Chain Store Age,0.424399,Bullish,0.418907,0.901001
20241210T072204,AMZN,"SOLO(TM) Micro Modular Reactor Takes Over Wall Street: At NYSE, SOLO Redefines the Future of Clean Energy with Existing, Validated, and Qualified 1MWe Nuclear Technology",www.newswire.com,0.401612,Bullish,0.338089,0.608337
20241210T072448,AMZN,Oracle reaps benefits of infrastructure investments as AI usage spikes,CIO Dive,0.334735,Somewhat-Bullish,0.303742,0.747957
20241210T144018,AMZN,First Trust NASDAQ Cybersecurity ETF (CIBR) Stock Price Quote Today & Current Price Chart,Capital.com,0.083496,Neutral,-0.114558,0.612887
20241210T185700,AMZN,Omnicom's Interpublic Group buy to make it India's second-largest ad firm,Business Standard,0.167112,Somewhat-Bullish,0.022677,0.550110
20241211T000000,AMZN,The $25 billion Kroger-Albertsons merger has been blocked — for now,Marketplace.org,-0.13107,Neutral,-0.105219,0.649898
20241211T064700,AMZN,Kroger's $25-billion deal for grocery rival Albertsons blocked by US courts,Reuters,-0.069894,Neutral,0.138405,0.602243
20241211T072637,AMZN,PLDT unit builds up AI-ready data centers,Inquirer.net,0.338712,Somewhat-Bullish,0.423797,0.639222
20241211T094800,AMZN,Albertsons sues Kroger after judge rules against grocery merger,CNBC,-0.14862,Neutral,0.144047,0.649794
20241211T095700,AMZN,"Albertsons gives up on Kroger merger, sues grocery chain",NBC 5 Chicago,0.050459,Neutral,0.103697,0.628697
20241211T202000,AMZN,GE Vernova to Power City-Sized Data Centers With Gas as AI Demand Soars,Bloomberg.com,0.351029,Bullish,0.307536,0.621357
20241212T000000,AMZN,"After Earnings, Is Marvell Stock a Buy, a Sell, or Fairly Valued?",Morningstar,-0.062178,Neutral,0.326469,0.731954
20241212T000000,AMZN,What’s ahead for Kroger & Albertsons after their failed merger,Modern Retail,0.169544,Somewhat-Bullish,0.227098,0.722573
20241212T102800,AMZN,"Conagra Brands Introduces Badges on Select Healthy Choice Products, Leading Consumers to GLP-1-Friendly Options",PR Newswire,0.218798,Somewhat-Bullish,0.127799,0.643612
20241213T000000,AMZN,"Dividend Watch: Natwest Shares Soar in 2024, but it’s not the FTSE’s Top Stock",Morningstar Canada,0.097341,Neutral,0.138039,0.578844
20241213T000000,AMZN,Package claim highlights GLP-1-friendly foods,The National Provisioner,0.190684,Somewhat-Bullish,0.105828,0.607093
20241213T071259,AMZN,JBG SMITH Unveils Updated Plans for Potomac Yard,Multifamily Housing News,0.335981,Somewhat-Bullish,0.200489,0.633100
20241213T072249,AMZN,Netgear Orbi 970 Wi-Fi 7 mesh router review: Excellent performance with a price tag that’s tough to swallow,Tom's Hardware,-0.146131,Neutral,0.036364,0.625872
20241213T120250,AMZN,"Liberty All-Star Equity Fund Delivers Stellar 20.39% YTD Return, Shows Strong November Performance",Stock Titan,0.353561,Bullish,0.339923,0.633459
20241213T134245,AMZN,"BEEX ETF Profile: Dividends, Returns (NASDAQ:BEEX)",TradingView,0.298684,Somewhat-Bullish,0.204076,0.615650
20241213T141023,AMZN,"Liberty All-Star Growth Fund Delivers Stellar 8.7% Monthly Return, YTD Gains Exceed 20% with Tech-Heavy Portfolio",Stock Titan,0.352009,Bullish,0.343100,0.635843
20241213T194100,AMZN,"General Motors Scraps Cruise, Alphabet’s Waymo A Big Part Of The Reason Why (NYSE:GM)",Seeking Alpha,-0.062439,Neutral,0.134564,0.600908
20241214T071243,AMZN,Will the iShares S&P 500 ETF (IVV) return another 36% in 2025?,The Motley Fool Australia,0.432176,Bullish,0.422795,0.649698
20241215T200953,AMZN,Charted: Magnificent 7 Market Cap as a Share of the S&P 500,Voronoi by Visual Capitalist,0.185003,Somewhat-Bullish,0.169316,0.729131
20241216T055737,AMZN,Uncertain About 2025 EM Growth? Consider KEMQ,ETF Trends,0.270753,Somewhat-Bullish,0.204757,0.622646
20241217T122400,AMZN,"AI Stock Klaviyo Breaks Out To New Highs, Tops Latest Entry",Investor's Business Daily,0.285446,Somewhat-Bullish,0.204903,0.556828
20241218T000000,AMZN,AT&T Just Joined the RTO Rebellion. But Are These Mandates a Good Idea?,Inc.com,-0.255393,Somewhat-Bearish,-0.344686,0.737470
20241218T064657,AMZN,Aurora opens Bozeman lidar facility as Volvo begins Texas truck tests,Optics.org,0.57358,Bullish,0.301522,0.605560
20241218T064915,AMZN,Join the club: The economics of membership retail,Empower,0.256587,Somewhat-Bullish,0.267021,0.763780
20241218T072248,AMZN,Netgear to downsize HQ after leasing 89K sf building in San Jose,The Real Deal,0.145361,Neutral,0.128291,0.630003
20241218T114800,AMZN,3 Top Schwab ETFs to Buy in 2025,24/7 Wall St.,0.126505,Neutral,0.281326,0.593613
20241218T134400,AMZN,"Walmart Stock Soars 82% in 2024, Leading Retail Industry",Transport Topics,-0.131058,Neutral,0.117900,0.649011
20241218T160300,AMZN,Freedom Holding Corp. Invests $650M in Kazakhstan’s Digital Future,Fingerlakes1.com,0.408915,Bullish,0.319458,0.582743
20241219T050842,AMZN,NVYY Chart | GraniteShares YieldBOOST NVDA ETF,Investing.com,0.265297,Somewhat-Bullish,0.340712,0.613930
20241220T000000,AMZN,"Jabil’s Winning Streak Begins: Market Bottom Set, Future in Focus",The Globe and Mail,0.381019,Bullish,0.326471,0.716549
20241220T000000,AMZN,Ulta Is Selling Toy Versions of Its Beauty Products. Is Marketing to Kids Ever OK?,Inc.com,0.040546,Neutral,0.043712,0.709409
20241220T071243,AMZN,Does the iShares S&P 500 ETF (IVV) pay passive income?,The Motley Fool Australia,0.169877,Somewhat-Bullish,0.127168,0.732044
20241221T045500,AMZN,Is Now a Good Time to Buy the Dip in Eli Lilly Stock?,The Motley Fool,0.209144,Somewhat-Bullish,0.118584,0.619988
20241223T090000,AMZN,Apple looks to make a splash in 2025 with AI-infused smart home devices,MacDailyNews,0.126788,Neutral,0.140708,0.629088
20241223T091800,AMZN,Reliance Global Group’s Roller Coaster Ride: Is It Time to Jump On or Off?,www.timothysykes.com,0.240176,Somewhat-Bullish,0.535549,0.602983
20241226T135000,AMZN,Nano Dimension Ltd. Appoints Julien Lederman as Interim CEO Following Termination of Yoav Stern,Quiver Quantitative,0.130924,Neutral,0.267908,0.605781
20241226T194200,AMZN,Is Best Buy Stock Underperforming the S&P 500?,Nasdaq,-0.144211,Neutral,-0.137441,0.627120
20241228T123033,AMZN,Gaxos.ai Inc. (GXAI) Launches Meshy 4 Update to Revolutionize 3D Modeling Workflows for Game Developers,Yahoo Finance,0.353908,Bullish,0.347889,0.632250
20241229T123000,AMZN,Costco defends DEI program as other major retailers drop controversial diversity push,Fox Business,0.072948,Neutral,0.124146,0.617519
20241230T000000,AMZN,Growth ETFs Shaken Up as Tech Takes on Value Blush,ETF.com,0.126443,Neutral,0.145274,0.705540
20241230T055243,AMZN,"Jim Cramer Says ‘Amazon.com, Inc. (AMZN) Is A Buy, And I Think It Will Continue To Perform Well’",Yahoo Finance,0.223158,Somewhat-Bullish,0.417235,1.000000
20241230T065528,AMZN,How Vending Kiosks Curb Store Shrink and Optimize Labor,Progressive Grocer,0.191829,Somewhat-Bullish,0.110018,0.641887
20241230T163200,AMZN,"VerifyMe CEO Adam Stedham acquires $15,620 in common stock",Investing.com,-0.098278,Neutral,-0.144738,0.613174
