time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240801T130000,META,"Stock price takes off after performance report! Meta's financial report is full of surprises, with Q2 net profit soaring by 73%, thanks to AI-assisted advertising business growth.",富途牛牛,0.131562,Neutral,0.829794,1.000000
20240801T141500,META,IVV ETF or VAS ETF: Where should I invest?,The Motley Fool Australia,0.316945,Somewhat-Bullish,0.200987,0.647107
20240802T000000,META,ETF Spotlight: FBL Soars on Meta Stock Performance,ETF.com,0.529053,Bullish,0.775464,0.930721
20240802T095858,META,This Could Be a Buying Opportunity for Active ETF ‘LSGR’,ETF Trends,0.339649,Somewhat-Bullish,0.338170,0.622830
20240802T113933,META,Xtrackers Artificial Intelligence and Big Data ETF Holdings,Quiver Quantitative,0.248763,Somewhat-Bullish,0.220030,0.738202
20240805T000000,META,Coursera Introduces New Gen AI Skills Training and Credentials,Campus Technology,0.339187,Somewhat-Bullish,0.337621,0.620468
20240805T174100,META,Patreon to Pay $7.25 Million in Deal Over Info-Sharing With Meta,Bloomberg Law News,0.045652,Neutral,0.044059,0.303842
20240806T000000,META,Ziff Davis Acquires CNET for over $100M,citybiz,0.263063,Somewhat-Bullish,0.164140,0.628892
20240806T090500,META,The Race to Displace: How Temu and Shein are Redefining Ecommerce,Retail TouchPoints,0.107556,Neutral,-0.130454,0.551324
20240806T094300,META,挑战英伟达，AI 芯片公司 Groq 成功融资 6.4 亿美元：估值飙升至 28 亿美元,手机新浪网,0.180605,Somewhat-Bullish,0.254041,0.892534
20240806T113137,META,‘Scarcity and growth are oppositional’: How streetwear legend Supreme lost its luster,Modern Retail,-0.094289,Neutral,0.137808,0.614753
20240809T174500,META,"Amplitude Snares Private Data of Millions Via Apps, Suit Says",Bloomberg Law News,-0.442942,Bearish,-0.300089,0.609457
20240813T000000,META,Daniel Peris: The Case for Dividend Investing,Morningstar,0.29109,Somewhat-Bullish,0.304656,0.851593
20240813T070000,META,Infillion Named to Inc. 5000 List for 8th Consecutive Year,ACCESS Newswire,0.267656,Somewhat-Bullish,0.314086,0.643497
20240813T195500,META,Elliott Management Announces Director Candidates for the Board of Southwest Airlines,PR Newswire,0.213127,Somewhat-Bullish,0.059943,0.567741
20240816T000000,META,"Big XR News from Meta, Vuzix, Pico, Apple",XR Today,-0.099169,Neutral,0.226277,0.812245
20240816T112150,META,A Record 8.5% of U.S. Homes Are Worth $1 Million or More,Redfin,0.152013,Somewhat-Bullish,0.136899,0.645316
20240819T155900,META,AMD to acquire server builder ZT Systems for $4.9 billion in cash and stock,Reuters,0.235928,Somewhat-Bullish,0.163657,0.556325
20240820T000000,META,AMD to acquire ZT Systems for $4.9B,Manufacturing Dive,0.254758,Somewhat-Bullish,0.143094,0.573280
20240822T000000,META,"Going into earnings, is Nvidia stock a buy, a sell, or fairly valued?",Morningstar,0.176785,Somewhat-Bullish,0.204540,0.769184
20240824T182427,META,Will Alphabet (GOOG) AI Phones Crush Apple’s AI Plans?,Yahoo Finance,0.228502,Somewhat-Bullish,0.304985,0.615438
20240827T000000,META,Immersion Stock Surges as It Monetizes Haptic Technology Patents,www.sharewise.com,-0.051138,Neutral,-0.105921,0.817405
20240831T112230,META,Classroom quitters to industry leaders: These 14 billionaires dropped out of school to chase success,Businessday NG,0.380931,Bullish,0.335652,0.821632
