time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20241002T151200,META,Meta hit with new author copyright lawsuit over AI training,Reuters,-0.388133,Bearish,-0.426199,1.000000
20241002T172200,META,"Meta, Shutterstock Accused of Underpaying Engineer by $2 Million",Bloomberg Law News,-0.30104,Somewhat-Bearish,-0.312066,0.944095
20241003T123919,META,Latest First Trust ETF Prioritizes Strong Earnings,ETF Database,0.373959,Bullish,0.333520,0.640648
20241005T093200,META,"Oracle's Larry Ellison is getting richer, rivaling Musk, Bezos, Zuckerberg",Fox Business,0.21235,Somewhat-Bullish,0.128372,0.623587
20241007T000000,META,Ubisoft Targeted in Lawsuit Also Involving Meta,Game Rant,-0.224782,Somewhat-Bearish,-0.240438,0.946194
20241007T060943,META,MSTX Share Price & Live Chart | Defiance Daily Target 1.75X Long MSTR ETF,Investing.com UK,-0.153719,Somewhat-Bearish,-0.114320,0.642008
20241008T091842,META,Meta funds European entity that lets people challenge social media companies' content decisions,The Business Journals,0.112719,Neutral,0.104940,1.000000
20241010T000000,META,AMD Unveils CPU & GPU Solutions in AI Leadership Bid,Technology Magazine,0.360784,Bullish,0.319074,0.599407
20241010T085046,META,"Nuevo: BBDO Chile, Banco de Chile y Teletón buscan inspirar a las nuevas generaciones a donar",Adlatina,0.363786,Bullish,0.320454,0.629181
20241010T091009,META,How AI gives Hershey an edge for high-stakes Halloween season,Marketing Dive,0.340658,Somewhat-Bullish,0.303255,0.633840
20241010T092638,META,Instagram and TikTok Remain the Most Popular Social Apps Among Teens,Social Media Today,0.029918,Neutral,0.142937,0.810960
20241014T000000,META,US Stock Market Outlook Q4 2024: Will the Great Rotation Persist?,Morningstar,0.328081,Somewhat-Bullish,0.013821,0.883064
20241014T084613,META,Adobe Launches GenStudio for Performance Marketing to Accelerate Campaigns for Marketing and Creative Teams with Generative AI and Deep Insights,Adobe Newsroom,0.353797,Bullish,0.337664,0.688262
20241014T142500,META,This dividend strategy can bring in income and help you sleep at night,CNBC,0.345179,Somewhat-Bullish,0.428517,0.730973
20241015T094224,META,Wipro's hybrid policy: Employees to work from office three days a week,Business Standard,0.068728,Neutral,0.041433,0.556476
20241015T220200,META,Meta Can’t Escape States’ Claims It Hooked Kids on Platforms (4),Bloomberg Law News,-0.424168,Bearish,-0.442881,1.000000
20241017T044700,META,"Investing In Artificial Intelligence (AI) Stocks Can Be Risky, but Buying This Global X ETF Might Be a Great Way to Do It",The Motley Fool,0.299548,Somewhat-Bullish,0.217565,0.617452
20241017T085213,META,"iShares Top 20 U.S. Stocks ETF ETF Price, Holdings, & News (NYSEARCA:TOPT) $TOPT",MarketBeat,0.10191,Neutral,0.098517,0.612165
20241018T090209,META,Why AI-Created Virtual Avatars Are The Future of Digital Selling,EPAM,0.398417,Bullish,0.311511,0.615293
20241018T091842,META,Which AI Stocks Are Leading the Market to New Highs?,Morningstar,0.276962,Somewhat-Bullish,0.203424,0.701676
20241021T000000,META,Sui Launches ‘Incubator’ Hub in Dubai for ‘On the Spot’ Solution Engineering,Yahoo! Finance Singapore,0.462689,Bullish,0.125223,0.632875
20241021T090000,META,MAGS: An Efficient Way To Invest In The Magnificent Seven (NASDAQ:MAGS),Seeking Alpha,0.364174,Bullish,0.315418,0.731242
20241022T000000,META,"Paltalk, Inc.'s (NASDAQ:PALT) 28% Dip Still Leaving Some Shareholders Feeling Restless Over Its P/SRatio",Simply Wall Street,0.097487,Neutral,0.119413,0.622038
20241022T164000,META,"OpenAI launched a new browser to challenge Google's market position, causing Alphabet's stock price to fall.",富途牛牛,-0.312186,Somewhat-Bearish,-0.247635,0.656000
20241023T000000,META,Internet Ad Spending Could Be Key for These ETFs,ETF Trends,0.304742,Somewhat-Bullish,0.423500,0.862783
