time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20241002T132608,PLTR,Palantir Technologies Partners With Edgescale AI To Operationalize AI In Manufacturing And Utilities,Yahoo Finance,0.346938,Somewhat-Bullish,0.433451,1.000000
20241004T065200,PLTR,Palantir technologies acquires Surf Air Mobility shares worth over $1.5m,Investing.com Canada,0.129467,Neutral,0.256315,0.990229
20241008T053954,PLTR,YieldMax PLTR Option Income Strategy ETF (PLTY) Stock Historical Prices & Data,Yahoo! Finance Canada,-0.040657,Neutral,-0.219435,0.705515
20241008T092652,PLTR,New Fund From YieldMax Uses Palantir Income Strategy,ETF Trends,0.103616,Neutral,0.141773,0.913951
20241009T003939,PLTR,"YieldMax PLTR Option Income Strategy ETF (PLTY) News, Articles, Events & Latest Updates",Stocktwits,0.22899,Somewhat-Bullish,0.347124,0.944584
20241009T035159,PLTR,"YieldMax PLTR Option Income Strategy ETF ETF Price, Holdings, & News (NYSEARCA:PLTY)",MarketBeat,0.126589,Neutral,0.117014,0.800807
20241009T092655,PLTR,Peter Thiel: From Gaza AI War Criminal To White House Puppet Master,MintPress News,-0.849796,Bearish,-0.843074,1.000000
20241009T112800,PLTR,Stock of the week - Palantir Technologies (09.10.2024),XTB.com,-0.145791,Neutral,-0.122314,1.000000
20241010T092655,PLTR,At $43 Is It Time to Take Profit With Palantir?,MarketBeat,0.167073,Somewhat-Bullish,0.148967,1.000000
20241011T083924,PLTR,PLTY Stock Price | YieldMax PLTR Option Income Strategy ETF,Investing.com,0.027396,Neutral,0.014499,0.723018
20241014T000000,PLTR,L3Harris and Palantir Demo Successful Integration of New AI/ML Capabilities,ASDNews,0.717971,Bullish,0.668598,0.914193
20241014T083924,PLTR,YieldMax PLTR Option Income Strategy ETF (PLTY) Dividend Yield 2026 & History $PLTY,MarketBeat,0.352495,Bullish,0.300509,0.624090
20241015T000000,PLTR,L3Harris integrates WESCAM MX-20 EO/IR with Palantir’s SIP,Air Force Technology,0.430952,Bullish,0.429812,0.926297
20241017T000000,PLTR,Invest in the A.I. Ecosystem with AGIX,KraneShares,0.605513,Bullish,0.326750,0.627282
20241023T092655,PLTR,Short Sellers Eye Palantir: Should You Buy the Dip?,MarketBeat,0.113708,Neutral,0.002106,1.000000
20241025T000000,PLTR,L3Harris + Palantir enter a strategic partnership,SatNews Publishers,0.495401,Bullish,0.473049,0.945720
20241025T093150,PLTR,"RELI Group Appoints Vishal Tulsian as President, COO",GovCon Wire,0.240256,Somewhat-Bullish,0.106020,0.637100
20241025T192026,PLTR,Palantir Technologies Inc. (PLTR) and L3Harris Forge Strategic Partnership to Boost AI-Driven Defense Capabilities for Enhanced National Security,Yahoo Finance,0.284887,Somewhat-Bullish,0.456182,0.962230
20241030T000000,PLTR,"If You Had Invested $1000 into American Express When Warren Buffett First Invested in 1991, Here's How Much You'd Have Now",Barchart.com,0.232538,Somewhat-Bullish,0.206043,0.638412
20241030T093205,PLTR,China’s Largest Coffee Chain Plans to Hit Starbucks in the US,24/7 Wall St.,-0.134018,Neutral,0.005757,0.562575
20241031T000000,PLTR,"Going Into Earnings, Is Palantir Stock a Buy, a Sell, or Fairly Valued?",Morningstar,-0.266242,Somewhat-Bearish,-0.254846,1.000000
20241031T215500,PLTR,Palantir CEO Alex Karp Nets $254.6M from Strategic Stock Sale as Shares Surge,Bitget,0.427909,Bullish,0.404425,1.000000
