time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240402T000000,META,Top 15 Wealth-Creating Stocks of the Past Decade,Morningstar,0.012467,Neutral,0.020256,0.328728
20240402T000000,META,Esports Investing: Opportunities & Strategies,MarketBeat,0.588943,Bullish,0.600237,0.670385
20240402T142854,META,Meta Joins Hand With Mukesh Ambani’s Reliance To Set Up Firm’s First Data Center In India,Mashable India,0.217921,Somewhat-Bullish,0.438663,1.000000
20240404T200948,META,Should You Invest in the Invesco AI and Next Gen Software ETF (IGPT)?,TradingView,0.374426,Bullish,0.301090,0.611934
20240405T000000,META,The top performing funds that beat the S&P 500 in Q1,Fund Selector Asia,0.346788,Somewhat-Bullish,0.396919,0.733913
20240406T185304,META,"FBY ETF Analysis: Dividends, Returns AMEX:FBY",TradingView,-0.167956,Somewhat-Bearish,0.011948,0.633065
20240408T053300,META,"VOX: How Meta, Alphabet, And The Streaming Industry Could Outshine The Market",Seeking Alpha,0.413575,Bullish,0.403543,0.848218
20240409T000000,META,Apple Signs Deal For AI Training Data from Image Service Shutterstock,Inc.com,0.06395,Neutral,0.048356,0.623446
20240410T210500,META,Adobe Is Buying Videos for $3 Per Minute to Build AI Model,Bloomberg.com,0.133278,Neutral,0.124408,0.644080
20240411T185142,META,"FBL ETF Analysis: Dividends, Returns NASDAQ:FBL",TradingView,0.002329,Neutral,0.012791,0.811893
20240415T052000,META,Abbott Laboratories to close Bay Area site; almost 200 jobs to be cut,The Mercury News,-0.257946,Somewhat-Bearish,-0.207363,0.558673
20240415T061500,META,Creator-Platform Company Spotter Hires Adobe and Microsoft Alum Ivo Manolov as CTO,Variety,0.206838,Somewhat-Bullish,0.144637,0.601220
20240415T062516,META,Terry Smith – Top 10 Holdings – Latest 13F,The Acquirer's Multiple,0.442317,Bullish,0.404391,0.822671
20240417T150327,META,"1 Stock-Split ETF That Could Turn $500 Per Month Into $1 Million, With Help From Nvidia, Microsoft, and Apple",The Motley Fool,0.383905,Bullish,0.341881,0.626603
20240419T200937,META,Here's What's Happening in Markets: April 19,ETF.com,-0.020674,Neutral,0.134016,0.601048
20240422T000000,META,"The pressure’s on for big tech firms, says BofA",InvestmentNews,0.123048,Neutral,0.109492,0.710147
20240422T113722,META,"Microsoft CEO to meet with Samsung, SK Hynix, LG, SK Telecom chiefs",KED Global,0.327958,Somewhat-Bullish,0.223521,0.630323
20240424T151158,META,Meta earnings: Stock decline could wipe out about $200 billion in market cap,MarketWatch,-0.375011,Bearish,-0.410942,1.000000
20240424T160500,META,Meta Reports First Quarter 2024 Results,PR Newswire,0.724789,Bullish,0.738248,1.000000
20240425T034441,META,Today’s Biggest Pre-Market Stock Movers: 10 Top Gainers and Losers on Thursday,TradingView,0.028338,Neutral,-0.269081,0.825823
20240425T051011,META,Why Is GraniteShares 2x Long META Daily ETF (FBL) Stock Down 31% Today?,InvestorPlace,-0.423481,Bearish,-0.428081,0.999040
20240425T160600,META,"Alphabet issues first-ever dividend, $70 billion buyback",CNBC,0.303132,Somewhat-Bullish,0.317263,0.721147
20240425T162718,META,杰富瑞：下调Meta目标价至540美元,新浪网,-0.224924,Somewhat-Bearish,-0.400141,1.000000
20240426T123100,META,"Sundar Pichai confirms Alphabet Inc. is going to issue first-ever dividend, $70 billion buyback - Hindustan Times",Hindustan Times,0.425862,Bullish,0.306487,0.731031
20240430T000000,META,Alphabet's First Dividend: What You Need to Know,Morningstar Canada,0.179656,Somewhat-Bullish,0.233081,0.723740
20240430T000000,META,"After Earnings, Is Meta Stock a Buy, a Sell, or Fairly Valued?",Morningstar,0.048252,Neutral,-0.208227,0.991905
20240430T142653,META,Amazon’s stock inches up as cost-cutting measures and AI investment boost AWS profits,SiliconANGLE,0.27737,Somewhat-Bullish,0.245666,0.613488
20240430T174010,META,Why Is Marin Software (MRIN) Stock Up 23% Today?,TradingView,0.375782,Bullish,0.219009,0.609869
