time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20241001T000000,AAPL,Apple launches new professional learning resources for teachers and expands global education grant program,Apple,0.450825,Bullish,0.472667,1.000000
20241001T000000,AAPL,Coherent sells wafer fab to UK's Ministry of Defence for reported £20M,Optics.org,0.058702,Neutral,0.115720,0.740283
20241001T030500,AAPL,Threat assessment: ranking risk among US companies dealing with China,South China Morning Post,-0.285328,Somewhat-Bearish,-0.336665,0.726073
20241001T090758,AAPL,"Invesco QQQ Stock Forecast Monthly 2024, 2025 To 2030",Exla Resources,0.377912,Bullish,0.444821,0.702592
20241002T091101,AAPL,Germany hit with another OnePlus sales ban after new 5G patent dispute ahead of OnePlus 13 launch,Notebookcheck,0.109912,Neutral,0.042836,0.622256
20241003T000000,AAPL,Cap-weighted vs. equal-weighted ETFs: Which is best for Canadian investors?,MoneySense,-0.11995,Neutral,-0.126568,0.617513
20241003T000000,AAPL,"Visa monopolizes debit card networks, DOJ lawsuit claims",Class Action Lawsuits,-0.214709,Somewhat-Bearish,-0.165890,0.618054
20241003T093842,AAPL,Run the Neighborhood: NBA® 2K25 Arcade Edition Now Available on Apple Arcade,2K Newsroom,0.434556,Bullish,0.338938,0.735378
20241005T084749,AAPL,TSMC signs deal with US chip test firm,Taipei Times,0.356324,Bullish,0.347380,0.734263
20241007T085235,AAPL,How BP Hopes to Boost User Touch Points With Its New Loyalty App,Digital Transactions,0.218884,Somewhat-Bullish,0.240843,0.629077
20241007T115200,AAPL,"Top Stock Movers Now: Humana, Amazon, Apple, and More",Investopedia,-0.102555,Neutral,-0.413295,0.832430
20241007T142200,AAPL,Apple Dips as Jefferies Says Hopes for AI Phone Are Overblown,Bloomberg.com,-0.399525,Bearish,-0.396121,1.000000
20241008T091340,AAPL,"Florence manufacturing plant closes, resulting in layoffs for 108 workers",LINK nky,-0.054169,Neutral,0.103734,0.702068
20241008T220844,AAPL,Here’s why I’d avoid the DGRO ETF and buy VOO instead,Invezz,0.16781,Somewhat-Bullish,0.240231,0.641528
20241009T000000,AAPL,3 Powerful ETFs for Income Seekers Looking to Maximize Gains,MarketBeat,0.266003,Somewhat-Bullish,0.227073,0.615583
20241009T000000,AAPL,How Masimo’s 20-year CEO was ousted by activist investors,Medical Device Network,0.017207,Neutral,0.065735,0.744915
20241010T024400,AAPL,Amazon Adds Apple TV+ to Its Channels Store for Streaming,Bloomberg.com,0.422629,Bullish,0.434273,0.930621
20241010T162500,AAPL,"Unafraid of Wall Street's pessimism! Apple's stock price approaching a new high, has it shaken off the shadow of the ""Stock God""'s shareholding?",富途牛牛,-0.061815,Neutral,0.088522,0.980650
20241011T085358,AAPL,Living Without Apple CarPlay in the Chevrolet Equinox EV,Cars.com,0.030614,Neutral,-0.121689,0.705709
20241011T093852,AAPL,Texas Instruments: From Calculators to Master Capital Allocators,Quartr,0.402492,Bullish,0.300374,0.639704
20241011T125000,AAPL,"Wearable Devices Announces the Launch of Mudra Band for Apple Watch on Walmart.com, Expanding Access to Its Innovative Gesture-Controlled Wearable Technology",Yahoo Finance,0.274301,Somewhat-Bullish,0.238558,0.707373
20241011T185600,AAPL,"US labor board accuses Apple of restricting workers' Slack, social media use",Reuters,-0.348542,Somewhat-Bearish,-0.330464,0.989493
20241013T085242,AAPL,"Should You Buy Class A Shares of Berkshire Hathaway Below $700,000?",The Globe and Mail,0.229593,Somewhat-Bullish,0.348554,0.635961
20241014T000000,AAPL,"Jabil opens 516,000 sqft manufacturing site in Croatia",Evertiq,0.156512,Somewhat-Bullish,0.015786,0.719684
20241014T090527,AAPL,"Freedom Holding Corp. celebrates five years on Nasdaq, marking Cyprus’ strategic role",Cyprus Mail,0.295077,Somewhat-Bullish,0.131836,0.558021
20241014T134000,AAPL,"Destiny: Rising announced, a free-to-play mobile shooter developed by NetEase",Neowin,0.133873,Neutral,0.073929,0.574094
20241015T000000,AAPL,Options Backtesting Now Available on tastytrade,tastylive,0.115299,Neutral,0.118917,0.722277
20241015T051600,AAPL,"Nvidia notches record close, could unseat Apple as most valuable company",Reuters,0.364816,Bullish,0.286247,0.944469
