time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240301T145146,META,"S&P 500 Dashboard And Focus On BBUS ETF, A Cheap Alternative To SPY",Seeking Alpha,0.193495,Somewhat-Bullish,0.126237,0.617593
20240305T155302,META,"Sprott Copper Miners ETF ETF Price, Holdings, & News (NASDAQ:COPP)",MarketBeat,0.173632,Somewhat-Bullish,0.142100,0.641594
20240306T000000,META,So verdienst du mit Buyback-ETFs bei Aktienrückkäufen mit,das investment,0.285392,Somewhat-Bullish,0.339855,0.731727
20240306T133000,META,How to Invest in Technology,Investing News Network,0.395077,Bullish,0.419473,0.629139
20240306T161915,META,Why Mega-Cap Tech Stocks’ Dominance Is a Risk,Morgan Stanley,-0.257321,Somewhat-Bearish,-0.328122,0.714772
20240306T171200,META,"Rockford Register Star: Entravision Communications Corp. (EVC) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Seek Compensation for Alleged Wrongdoings",FinancialContent,-0.325665,Somewhat-Bearish,-0.278280,0.887834
20240307T163212,META,WhatsApp to Allow Cross-Functional Chatting Soon,INDOlink,0.182471,Somewhat-Bullish,0.346774,0.941905
20240311T130900,META,Alphabet is the bargain stock among the ‘Magnificent Seven’,MarketWatch,0.237912,Somewhat-Bullish,0.123521,0.733762
20240311T162816,META,Happy 25th QQQ,ETF Trends,0.248644,Somewhat-Bullish,0.296705,0.825822
20240312T005129,META,"MNY Stock Price, Forecast & Analysis | MONEYHERO LTD-A (NASDAQ:MNY)",ChartMill,0.048926,Neutral,0.038033,0.643814
20240312T163505,META,The Apple Effect: Magic Leap Founder’s Previous Company Launches App on Vision Pro,Road to VR,0.172633,Somewhat-Bullish,-0.078267,0.593542
20240313T095151,META,EDGAR Filing Documents for 0001493152-24-003271,SEC.gov,0.004786,Neutral,0.019796,0.818981
20240318T164012,META,Why Is Verb Technology (VERB) Stock Up Again Today?,TradingView,0.245515,Somewhat-Bullish,0.269671,0.716059
20240319T000949,META,"Meta Bows Down to EU Regulations After Apple And Google, Cut Subscription Prices for Ad-Free Facebook and Instagram",TradingView,0.14497,Neutral,0.108599,1.000000
20240319T032000,META,Why Is Jim Simons Betting Big on Meta?,CMC Markets,0.295043,Somewhat-Bullish,0.415329,0.903629
20240319T041003,META,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims on Behalf of Investors of Entravision Communications Corp. - EVC,PR Newswire,-0.59965,Bearish,-0.423062,0.733475
20240319T202700,META,"Meta Bows Down to EU Regulations After Apple And Google, Cut Subscription Prices for Ad-Free Facebook and Instagram",Sahm,-0.109258,Neutral,-0.349943,1.000000
20240320T041055,META,CONY Total Assets Under Management Insights,YCharts,0.022776,Neutral,0.008314,0.617374
20240320T155345,META,Lisa Larson-Kelley,Inc.com,0.317995,Somewhat-Bullish,0.326960,0.616830
20240320T210600,META,"Meta, Microsoft, X and Match join Epic Games' battle against Apple",Reuters,0.052046,Neutral,0.221873,0.836391
20240321T051205,META,Impact Shares YWCA Women’s Empowerment ETF (WOMN) Reaches $50M in Assets Under Management,Yahoo Finance,0.369316,Bullish,0.316541,0.641491
20240322T010500,META,"Meta Platforms must face advertisers' class action, US appeals court says",Reuters,-0.379884,Bearish,-0.357127,1.000000
20240322T154014,META,Under Pressure: Antitrust and Competition Authorities are Now Focusing on Apple,Tech Policy Press,-0.16458,Somewhat-Bearish,-0.141012,0.569470
20240326T000000,META,Top Performing Leveraged/Inverse ETFs: 03/24/2024,ETF Database,0.293932,Somewhat-Bullish,0.385796,0.822651
20240326T035326,META,Top Performing Leveraged/Inverse ETFs: 03/24/2024,ETF Database,0.420561,Bullish,0.424049,0.706725
20240326T162623,META,POET Enters Optical Module Market with 800G Transceiver for Artificial Intelligence Networks,Stock Titan,0.364961,Bullish,0.308455,0.625147
20240327T000000,META,Class Action Suit by Advertisers Against Meta for Misrepresentation Can Proceed,Law Commentary,-0.335094,Somewhat-Bearish,-0.318163,1.000000
20240328T073000,META,"TikTok, Snapchat respond as Ontario school boards sue social media giants",CBC,-0.40977,Bearish,-0.412994,0.990749
