time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240902T213942,PLTR,"PTIR ETF Profile: Dividends, Returns (NASDAQ:PTIR)",TradingView,-0.052258,Neutral,0.144193,0.738166
20240903T101808,PLTR,Is Lumen Stock Headed to Bankruptcy or Massive Gains?,24/7 Wall St.,0.281767,Somewhat-Bullish,0.346213,0.641918
20240904T101028,PLTR,"GraniteShares 2x Short COIN Daily ETF (CONI) stock price, news, quote and history",Yahoo Finance Singapore,-0.352372,Bearish,-0.329501,0.632210
20240905T151018,PLTR,XOVR Top Holdings List & Exposure (ERShares Private-Public Crossover ETF),MarketBeat,0.184944,Somewhat-Bullish,0.205150,0.740589
20240906T140947,PLTR,Check out GraniteShares 2x Long PLTR Daily ETF's stock price (PTIR) in real time,CNBC,0.027733,Neutral,0.016736,0.614653
20240908T110931,PLTR,PTIR Stock Price | GraniteShares 2x Long PLTR Daily ETF,Investing.com,-0.233678,Somewhat-Bearish,-0.200233,0.720100
20240909T000000,PLTR,Jacobs CEO adds board chair title ahead of spinoff,The Business Journals,0.109646,Neutral,0.101471,0.647645
20240910T141021,PLTR,"Fund Manager Who Bet Against Jim Cramer And Cathie Wood Has New Anti-Woke ETF: 'Puts Profits Ahead Of Politics, DEI & ESG'",TradingView,0.266444,Somewhat-Bullish,0.223788,0.726449
20240912T103903,PLTR,"Peraton Names Tip Underwood VP, General Manager of Homeland & Diplomacy",GovCon Wire,0.105166,Neutral,0.113209,0.624140
20240913T000000,PLTR,10 High-Risk Stocks to Avoid,Morningstar,-0.393237,Bearish,-0.417577,0.987463
20240913T060950,PLTR,"Roundhill ETF Trust - Roundhill TSLA WeeklyPay ETF (TSLW) stock price, news, quote and history",Yahoo Finance Australia,0.048876,Neutral,0.130891,0.606515
20240920T102655,PLTR,Palantir Expands Maven Smart System AI/ML Capabilities to Military Services,Palantir,0.403789,Bullish,0.447685,1.000000
20240924T000000,PLTR,"Cathie Wood's Ark Invest Buys $4.5M Of PayPal And $3.5M Of Pinterest Shares, Continues Offloading Palantir",Yahoo Finance,-0.179883,Somewhat-Bearish,-0.421300,0.728697
20240925T000000,PLTR,APA Corporation Expands Partnership with Palantir To Leverage AI Technology Across Their Oil and Gas Operations,Business Wire,0.723602,Bullish,0.709040,0.982351
20240925T000000,PLTR,Palantir And APA Amp Up AI Alliance: Multi-Million Dollar Deal To Transform Oil & Gas Operations,Yahoo Finance,0.460563,Bullish,0.452271,0.994181
20240925T094737,PLTR,"Palantir Technologies, APA Announce Multi-year, Multi Million Partnership Extension",Nasdaq,0.438936,Bullish,0.412091,0.926740
20240925T094737,PLTR,APA partners with Palantir to leverage AI in oil and gas operations,Offshore Technology,0.430834,Bullish,0.384739,0.943116
20240926T000000,PLTR,"APA, Palantir expand partnership to leverage AI across oil and gas operations",World Oil,0.430881,Bullish,0.405212,0.938325
20240926T064000,PLTR,APA and Palantir Sign Multi-Million-Dollar Deal Extension,Nasdaq,0.465487,Bullish,0.450067,0.942616
20240926T090800,PLTR,APA Extends AI Software Agreement with Palantir,Rigzone,0.420539,Bullish,0.443981,0.925349
