time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20230501T180200,AAPL,"Forerunner 965, 265, 265S: Everything to know about Garmin’s first AMOLED display-toting running watches in India",The Financial Express,0.213593,Somewhat-Bullish,0.125247,0.616359
20230502T000000,AAPL,"If Expense Ratio Really Mattered, Most of These ETFs Would Dominate",ETF Trends,0.088028,Neutral,0.116421,0.724702
20230502T005813,AAPL,Masimo v. Apple – Judge Declares a Mistrial as Jury Hopelessly Deadlocked,Strata-gee.com,0.063838,Neutral,0.285662,1.000000
20230502T153400,AAPL,Apple fights $2 billion London lawsuit for 'throttling' millions of iPhones,Reuters,-0.315289,Somewhat-Bearish,-0.309082,1.000000
20230503T221600,AAPL,Qualcomm outlook grim as smartphone sales stay weak,Reuters,-0.343806,Somewhat-Bearish,-0.208981,0.745082
20230504T005813,AAPL,"Joe Kiani, Co-founder and CEO of Masimo, Talks About Fighting Corporate Giants and His Fixation on Reducing Preventable Hospital Deaths",Grit Daily News,-0.126375,Neutral,-0.313847,0.730274
20230504T053000,AAPL,CEO Tim Cook says layoffs are a 'last resort' and not something Apple is considering right now,CNBC,0.30446,Somewhat-Bullish,0.302005,0.998701
20230504T172800,AAPL,Amkor Technology seeks to open Vietnam factory in fourth quarter,Theinvestor,0.165558,Somewhat-Bullish,0.143171,0.562324
20230505T130000,AAPL,Warren Buffett's Berkshire Hathaway has been a fortress stock during recessions and bear markets. Here's how,CNBC,0.229252,Somewhat-Bullish,0.326085,0.741924
20230505T143200,AAPL,"Apple stakes future growth on emerging markets, starting with India",Reuters,0.406756,Bullish,0.407902,1.000000
20230506T230200,AAPL,Buffett says Apple is Berkshire portfolio's best business,Reuters,0.74156,Bullish,0.738350,0.959803
20230508T003451,AAPL,My Favorite BlackBerry of All Time Is One That Everyone Hated,Inverse,-0.050648,Neutral,0.130338,0.740412
20230508T010540,AAPL,CEO pay continues to soar – new study,Human Resources Director,0.240367,Somewhat-Bullish,0.221649,0.623434
20230509T012004,AAPL,This Popular Brand Has Better Profit Margins Than Apple or Nike. Is the Stock a Buy?,The Globe and Mail,0.072446,Neutral,0.104984,0.710181
20230510T005347,AAPL,IonQ Appoints Pat Tang as VP of Research & Development,citybiz,0.376882,Bullish,0.310641,0.636954
20230511T083000,AAPL,"YieldMax™ Launches NVDY, the YieldMax™ NVDA Option Income Strategy ETF",GlobeNewswire,0.358755,Bullish,0.225448,0.605303
20230511T134011,AAPL,"Galata Acquisition Corp. (GLTA) Stock Live Price, Chart & News",CoinCodex,-0.227306,Somewhat-Bearish,-0.220966,0.621916
20230512T100000,AAPL,Best Buy Announces New Membership Programs to Save You Money,Market Realist,0.226751,Somewhat-Bullish,0.138777,0.629334
20230512T160932,AAPL,"Nuveen California Municipal Value Fund (NCA) Stock Live Price, Chart & News",CoinCodex,0.121155,Neutral,0.006943,0.633880
