time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240501T141525,AAPL,Positive Tech Earnings Could Accelerate This Momentum ETF,ETF Trends,0.332222,Somewhat-Bullish,0.394110,0.699682
20240503T000000,AAPL,The DOJ’s Apple antitrust suit doesn’t add up,Reason Foundation,0.251211,Somewhat-Bullish,0.281436,1.000000
20240503T134209,AAPL,"FTSE 100 back at record levels, Diageo gains on new CFO but IHG declines - Market Report",Research Tree,0.149419,Neutral,0.330142,0.721951
20240504T114500,AAPL,Berkshire Hathaway operating earnings soar 39% as Buffett's cash hoard swells to record $188 billion,CNBC,-0.114915,Neutral,-0.210726,0.732918
20240505T053919,AAPL,RND Stock Price | First Trust Bloomberg R&D Leaders ETF,Investing.com,0.211683,Somewhat-Bullish,0.281798,0.617912
20240506T132948,AAPL,Apple’s 2024 Pride Collection shines light on LGBTQ+ communities,Apple,0.314687,Somewhat-Bullish,0.302651,1.000000
20240506T133630,AAPL,Berkshire Hathaway Stock vs SPY: Which Is Best?,ETF.com,0.234796,Somewhat-Bullish,0.317111,0.726888
20240506T135952,AAPL,Samsung Display established a dedicated research team to develop OLED products for Apple,OLED-Info,0.060942,Neutral,0.144087,0.922273
20240507T000000,AAPL,2 Great Large-Cap ETFs,Morningstar,0.313271,Somewhat-Bullish,0.278596,0.614799
20240507T135920,AAPL,"Healthy Returns: Eli Lilly, Novo Nordisk make progress toward boosting weight loss drug supply",CNBC,0.500582,Bullish,0.307432,0.646033
20240507T141847,AAPL,The rise of TSMC: How one chipmaker started making everyone's chips,Quartz,0.26255,Somewhat-Bullish,0.330319,0.710282
20240508T000000,AAPL,Can Crowding Scores Quantify US Stocks’ Fragility?,MSCI,0.051688,Neutral,-0.110437,0.742533
20240508T060000,AAPL,Which Credit Bureau Stock Should You Buy for the Long-Term?,InvestorPlace,-0.191664,Somewhat-Bearish,0.105098,0.720282
20240508T134232,AAPL,"Marvel Studios and ILM Immersive Announce 'What If…? – An Immersive Story,' Coming Exclusively to Apple Vision Pro",The Walt Disney Company,0.330676,Somewhat-Bullish,0.310755,0.748901
20240508T140331,AAPL,Netflix’s head of design answers every question you ever had about Netflix,Fast Company,0.15591,Somewhat-Bullish,0.062783,0.626822
20240509T000000,AAPL,"Digital Map Market Size, Share with Focus on Emerging Technologies, Top Countries Data, Top Key Players Update, and Forecast 2029",The Globe and Mail,0.212875,Somewhat-Bullish,0.302681,0.931238
20240509T000000,AAPL,Tech Stock Dividends Are Changing the Face of Dividend Growth Investing,Morningstar,0.324257,Somewhat-Bullish,0.218055,0.660774
20240509T174000,AAPL,"Faulty insulin pump tech led to hundreds of injuries, prompting app recall",CBS News,-0.211023,Somewhat-Bearish,0.135355,0.735075
20240510T141528,AAPL,The Digital Markets Act Roundup: March 2024,Tech Policy Press,-0.069919,Neutral,-0.343547,1.000000
20240513T142220,AAPL,What Are Scope 3 Emissions And Why Should Trucking Companies Care?,Heavy Duty Trucking,0.24182,Somewhat-Bullish,0.202006,0.649815
20240513T142400,AAPL,OUKITEL WP35がAliExpressで正式に登場：世界最薄の11000mAh 5Gタフネススマートフォンで高級なダイヤモンド柄のビジネススタイルを提供,ASCII.jp,0.273575,Somewhat-Bullish,0.404690,0.732352
