time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20230801T103902,AMZN,"JPMorgan Equity Focus ETF ETF Price, Holdings, & News (NASDAQ:JPEF) $JPEF",MarketBeat,0.278406,Somewhat-Bullish,0.286514,0.608104
20230802T080200,AMZN,Colgate Total® Teams Up with Actress and Entrepreneur Ashley Tisdale to Encourage People to Be Totally Honest with Their Dentist,PR Newswire,0.27174,Somewhat-Bullish,0.210317,0.632715
20230802T224452,AMZN,S&P 500 analysis: US stocks drop after Fitch downgrade,FOREX.com,-0.149045,Neutral,-0.248577,0.712980
20230803T090000,AMZN,"phoenixNAP Powers Expanded AI and Cloud Services with Energy-saving, Ampere-Based Servers from Hewlett Packard Enterprise",The Chronicle-Journal,0.104245,Neutral,-0.131982,0.635130
20230803T111900,AMZN,Victoria’s Secret Fashion Show to Return as Streaming Event on Amazon Prime,Retail TouchPoints,0.155552,Somewhat-Bullish,0.296479,0.999458
20230803T220804,AMZN,3 Cheap Hydrogen Stocks That Smart Investors Will Snap Up Now,InvestorPlace,0.172935,Somewhat-Bullish,0.104446,0.640033
20230803T221803,AMZN,Haus raises $17M Series A led by Insight Partners to build the future of growth intelligence,PR Newswire,0.093046,Neutral,0.131566,0.708059
20230803T222314,AMZN,"Gen Digital earnings beat, revenue was in line with estimates",Investing.com,0.293544,Somewhat-Bullish,0.248299,0.534233
20230804T195900,AMZN,Amazon set to launch credit card in Brazil with Bradesco,Reuters,0.312588,Somewhat-Bullish,0.405458,1.000000
20230804T222602,AMZN,Hormel Introduces SPAM Maple Flavored,FoodEngineeringMag.com,0.191247,Somewhat-Bullish,0.122891,0.627732
20230804T223251,AMZN,Exclusive: MercadoLibre Seeks to Boost Ad Revenue with New Streaming Platform,Bloomberg Línea,0.223935,Somewhat-Bullish,0.145459,0.746302
20230807T000000,AMZN,Exploring two covered call strategies by Global X ETFs,ETF Stream,0.250279,Somewhat-Bullish,0.321958,0.610360
20230807T154006,AMZN,"Up 130%, Big Tech's Dominance Could Keep This ETF Elevated",ETF Trends,0.457259,Bullish,0.444040,0.643294
20230808T000000,AMZN,BlackRock Inc. Boosts Stake in Moelis & Co,Yahoo Finance,0.093823,Neutral,0.034937,0.556996
20230808T160200,AMZN,BlackRock Inc. Acquires Additional Shares in Mercury Systems Inc.,GuruFocus,0.193672,Somewhat-Bullish,0.115017,0.581908
20230808T222141,AMZN,Firefly Aerospace + Xtenti collaborate in support of the NRO,SatNews Publishers,0.18116,Somewhat-Bullish,0.349108,0.634014
20230808T222407,AMZN,The Rise of Paper Packaging: Which Brands Are Converting?,ResourceWise,0.370802,Bullish,0.337479,0.715406
20230808T224521,AMZN,Staples taps DoorDash for same-day delivery,Retail Dive,0.158301,Somewhat-Bullish,0.117888,0.622764
20230809T050923,AMZN,New Netflix Fund Offers Investors Income-Growth Mix,24/7 Wall St.,0.178675,Somewhat-Bullish,0.131488,0.612016
20230809T153043,AMZN,Inside The RealReal’s ambitious turnaround strategy,Fast Company,0.048512,Neutral,0.139191,0.625132
20230809T222034,AMZN,Del Monte Expands Their Fulfillment and Logistics Capabilities,Consumer Goods Technology,0.179113,Somewhat-Bullish,0.382792,0.554757
20230809T222121,AMZN,AWS and Five9 Become Leaders in 2023’s Gartner CCaaS Magic Quadrant,UC Today,0.205957,Somewhat-Bullish,0.496071,0.852413
