time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240903T123800,META,A Dot-Com-Like Bust Isn’t in the Cards for AI Investors Who Diversify,Barron's,0.32533,Somewhat-Bullish,0.428067,0.845901
20240903T142400,META,The best AI fund of 2024? The S&P 500.,Sherwood News,-0.111562,Neutral,0.225867,0.727883
20240903T192800,META,"Global data center industry to emit 2.5 billion tons of CO2 through 2030, Morgan Stanley says",Reuters,0.136669,Neutral,0.112408,0.913804
20240905T090912,META,Gaia & International Yoga members may be eligible for a Share of a $2 million settlement,Claim Depot,-0.307065,Somewhat-Bearish,-0.212847,0.619371
20240905T102322,META,Nvidia Stock Is Down 15% Since Earnings. Is It a Buy?,Morningstar,0.113527,Neutral,0.105629,0.551511
20240905T115000,META,New Mexico accuses Snapchat of being ‘breeding ground’ for child predators,The Hill,-0.493669,Bearish,-0.335288,0.636544
20240905T151018,META,XOVR Top Holdings List & Exposure (ERShares Private-Public Crossover ETF),MarketBeat,0.21905,Somewhat-Bullish,0.240236,0.738681
20240909T033200,META,IXP ETF: Growth Profile Not Attractive,Seeking Alpha,-0.295843,Somewhat-Bearish,-0.290083,0.716023
20240909T173000,META,Cousins lands IBM for Domain building left vacant by Meta,The Real Deal,0.131767,Neutral,-0.409451,0.822072
20240911T000000,META,The 2024 Proxy Season: Which ESG Proposals Made the Podium?,Morningstar,0.106102,Neutral,0.140594,0.805438
20240916T135400,META,Big tech firms balk at Ohio electric utility demand to pay for grid upgrades,New York Post,-0.22064,Somewhat-Bearish,-0.226514,0.701178
20240917T022627,META,BuzzFeed $9 Million Facebook Settlement: Can You Claim?,tech.co,-0.197023,Somewhat-Bearish,-0.146120,0.749994
20240918T000000,META,The Scoop: Philip Morris International sells inhaler company after backlash,PR Daily,-0.091981,Neutral,0.006389,0.710473
20240919T083653,META,Is It Too Late to Buy Rezolve AI Stock?,www.timothysykes.com,0.391434,Bullish,0.206300,0.625872
20240920T103831,META,13 Black leaders in technology,TechTarget,0.087092,Neutral,0.134373,0.866980
20240924T211718,META,"Call it what you want, Taylor Swift is a model community manager",Sprout Social,0.320499,Somewhat-Bullish,0.229686,0.604421
20240926T194300,META,"Google announces $3.3B investment in SC data centers, 200 new jobs",South Carolina Daily Gazette,0.256899,Somewhat-Bullish,0.305937,0.744972
20240927T080100,META,"Guo Mingxi: Meta AR glasses Orion will be mass-produced as early as 2027, positioning to replace mobile phones and computers.",富途牛牛,0.14864,Neutral,0.120686,1.000000
20240929T035241,META,David Abrams – Top 10 Holdings – Latest 13F,The Acquirer's Multiple,0.3251,Somewhat-Bullish,0.324462,0.630239
20240930T000000,META,Intuit embraces LLM choice for multiple use cases,Constellation Research,0.330459,Somewhat-Bullish,0.277051,0.571435
20240930T100830,META,Arkansas AG's lawsuit accuses YouTube and Google of targeting minors with harmful content,Arkansas Advocate,-0.271218,Somewhat-Bearish,-0.234828,0.642568
20240930T133637,META,"NBXG: Deep Discount, Attractive Yield On This Technology Fund With A Termination Date",Seeking Alpha,0.361647,Bullish,0.348421,0.616483
