time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240401T203858,AAPL,"TUG ETF Analysis: Dividends, Returns NASDAQ:TUG",TradingView,0.316268,Somewhat-Bullish,0.336943,0.632661
20240402T000000,AAPL,PDD Holdings: Is The Chinese E-Commerce Giant Worth The Risk?,Disruption Banking,0.273952,Somewhat-Bullish,0.340365,0.603000
20240402T062000,AAPL,EQT Corp. (EQT) to Acquire Avetta from WCAS,StreetInsider,0.286541,Somewhat-Bullish,0.326564,0.638443
20240402T070300,AAPL,F5 Networks (FFIV) Appoints Kunal Anand as Chief Technology Officer,StreetInsider,0.24333,Somewhat-Bullish,0.259519,0.702133
20240402T083000,AAPL,Xiaomi Unveils Revolutionary SU7 Electric Vehicle Equipped with Hesai High-Performance Lidar,PR Newswire,0.315983,Somewhat-Bullish,0.136318,0.587027
20240402T151723,AAPL,FemTech and the Gender Health Gap,Business Fights Poverty,0.122929,Neutral,0.122813,0.731260
20240402T164400,AAPL,"Target shopper data, streaming TV ads are key to its sales",Reuters,0.252183,Somewhat-Bullish,0.344013,0.640452
20240403T153448,AAPL,Leading chipmaker TSMC evacuates staff and pauses some machinery after Taiwan's largest earthquake in a quarter-century,Fortune,0.179275,Somewhat-Bullish,0.138572,0.636558
20240403T161300,AAPL,"Spotify to raise prices of plans in some markets, Bloomberg News reports",Reuters,0.213768,Somewhat-Bullish,0.118988,0.708584
20240404T110900,AAPL,Cashing in on the Bitcoin Bounce: 3 Stocks to Buy for Indirect Crypto Exposure,InvestorPlace,0.237821,Somewhat-Bullish,0.099557,0.564800
20240406T150004,AAPL,Garmin Lily 2 Review: A Smartwatch That Doesn't Scream 'Fitness Tracker',Mashable India,0.025898,Neutral,0.034815,0.737671
20240408T070000,AAPL,"If I Could Only Buy and Hold 1 Vanguard ETF For the Next 5 Years, This Would Be My Top Pick",The Motley Fool,0.356036,Bullish,0.315118,0.630097
20240408T103000,AAPL,EU regulators assess Apple's plan for complying with music streaming order,Reuters,-0.234083,Somewhat-Bearish,-0.212229,0.949918
20240408T153349,AAPL,"TSMC Arizona and U.S. Department of Commerce Announce up to US$6.6 Billion in Proposed CHIPS Act Direct Funding, the Company Plans Third Leading-Edge Fab in Phoenix",Taiwan Semiconductor,0.341836,Somewhat-Bullish,0.337795,0.623853
20240409T000000,AAPL,Apple Signs Deal For AI Training Data from Image Service Shutterstock,Inc.com,0.061364,Neutral,0.236617,0.941539
20240409T023925,AAPL,Fidelity Hedged Equity ETF Holdings,Quiver Quantitative,0.230707,Somewhat-Bullish,0.205546,0.713835
20240410T151315,AAPL,Better Chip Stock: Marvell Technology vs. Qualcomm,Nasdaq,0.17117,Somewhat-Bullish,-0.239958,0.559057
20240410T225300,AAPL,Apple's New Jersey store workers file petition for unionization,Reuters,-0.085255,Neutral,-0.288069,0.977774
20240411T215152,AAPL,Fidelity Yield Enhanced Equity ETF Holdings,Quiver Quantitative,0.236931,Somewhat-Bullish,0.240187,0.701964
20240412T071007,AAPL,FBUF Top Holdings List & Exposure (Fidelity Dynamic Buffered Equity ETF),MarketBeat,0.177356,Somewhat-Bullish,0.157085,0.769837
20240412T152330,AAPL,14 improvements Royal Caribbean developed just for Icon of the Seas,Royal Caribbean Blog,0.381876,Bullish,0.324914,0.744031
20240415T172440,AAPL,Apple denies violating US court order in Epic Games lawsuit,Reuters,-0.180738,Somewhat-Bearish,-0.234372,1.000000
20240416T153917,AAPL,Fidelity Hedged Equity ETF,ETF Database,0.311504,Somewhat-Bullish,0.331978,0.601917
20240417T150327,AAPL,"1 Stock-Split ETF That Could Turn $500 Per Month Into $1 Million, With Help From Nvidia, Microsoft, and Apple",The Motley Fool,0.42155,Bullish,0.415470,0.738573
20240418T090000,AAPL,IHG Hotels & Resorts Launches Apple AirPlay in North American Hotels,PR Newswire,0.346638,Somewhat-Bullish,0.340610,0.708868
20240418T123839,AAPL,The SPY ETF: Everything You Need to Know,ETF.com,0.220418,Somewhat-Bullish,0.141834,0.713613
20240418T184700,AAPL,Why Kartoon Studios (TOON) Shares Are Falling,Sahm,0.022754,Neutral,0.236018,0.615295
20240419T000000,AAPL,Apple Inc (AAPL) DCF Valuation: Is The Stock Undervalued?,The Acquirer's Multiple,-0.420359,Bearish,-0.407395,1.000000
20240420T000000,AAPL,Apple contributes to the environment by investing in water and clean energy,Wodne Sprawy,0.412079,Bullish,0.426915,1.000000
20240422T150335,AAPL,Luxury Soccer Tourism At D.C. Intercontinental Hotel,Forbes,0.232942,Somewhat-Bullish,0.139622,0.622180
20240423T150519,AAPL,3 reasons the iShares S&P 500 ETF (IVV) is a great long-term investment,The Motley Fool Australia,0.340369,Somewhat-Bullish,0.344754,0.579968
20240423T150613,AAPL,Big Monthly Dividends From Big Tech: JEPQ Vs. JEPI,Seeking Alpha,0.231351,Somewhat-Bullish,0.227405,0.623845
20240424T121000,AAPL,KKR joins global cos betting billions of dollars in fastest-growing India,The Economic Times,0.398134,Bullish,0.252339,0.556913
20240424T142440,AAPL,Apple launches “Made for Business” in select stores around the world,Apple,0.424388,Bullish,0.442943,1.000000
20240425T053200,AAPL,Imax Earnings: Dune 2 Boosts North American Market Share In Q1,Deadline,0.225974,Somewhat-Bullish,0.119523,0.573979
20240425T071500,AAPL,Microsoft and Apple are safer bets than the U.S. government? Bond investors seem to think so.,MarketWatch,0.401032,Bullish,0.405999,0.981106
20240427T150613,AAPL,Why I Just Added This Ultra-High-Yield Dividend ETF to My Retirement Account,The Globe and Mail,0.36653,Bullish,0.316756,0.628443
20240429T120100,AAPL,How to Buy Alphabet (Google) Stock Online in 2025,LearnBonds,0.358954,Bullish,0.112322,0.599539
20240429T120100,AAPL,How to Buy Roku Stock Online in 2021,LearnBonds,0.207334,Somewhat-Bullish,0.134991,0.556576
