time_published,symbol,title,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,relevance_score
20240103T000000,MSFT,"Intel and DigitalBridge Launch Articul8, an Enterprise Generative AI Company",Intel Newsroom,0.212396,Somewhat-Bullish,0.104046,0.563033
20240104T000000,MSFT,Markets in Focus: Concentrating on Diversification,MSCI,0.214938,Somewhat-Bullish,0.295357,0.832215
20240104T180807,MSFT,Jon Love Named SVP of Corporate Services at Compass Group North America,GovCon Wire,0.003045,Neutral,0.141767,0.619360
20240104T203853,MSFT,ProShares S&P 500 High Income ETF,ETF Database,0.311341,Somewhat-Bullish,0.254636,0.605872
20240105T090000,MSFT,Using Modern APIs to Deliver Network-aware Applications,Fierce Network,0.328456,Somewhat-Bullish,0.483633,1.000000
20240106T071151,MSFT,Kurv Microsoft(MSFT)收益溢價策略主動型ETF-MSFY-ETF配息狀況,MoneyDJ,0.137764,Neutral,0.142690,0.736452
20240108T000000,MSFT,Will You be Hired by AI?,Citigroup,0.302201,Somewhat-Bullish,0.342998,0.602911
20240108T044253,MSFT,Understanding Leveraged Shares for AMEX:UPRO by Steversteves,TradingView,0.298861,Somewhat-Bullish,0.341232,0.649462
20240108T155800,MSFT,"Google's AI Spin-Off Isomorphic Labs Strikes Big Pharma Deals, Paving the Way for Future of Drug Discovery",Sahm,0.233723,Somewhat-Bullish,-0.132929,0.573941
20240109T090851,MSFT,Atlassian Corp Class A Trade Ideas — SWB:48D,TradingView,-0.162958,Somewhat-Bearish,-0.180978,0.631170
20240109T174622,MSFT,Generative AI for HR: 3 Fascinating Use Cases for Practitioners,ADP,0.328669,Somewhat-Bullish,0.348441,0.612680
20240109T180932,MSFT,12 Lessons the Market Taught Investors in 2023,Morningstar,0.059357,Neutral,0.263374,0.844678
20240109T215700,MSFT,Best Socially Responsible Investment Apps of January 2024,Business Insider Africa,0.207342,Somewhat-Bullish,0.293392,0.610396
20240110T000000,MSFT,Luminar expands partnership with Mercedes-Benz and debuts LiDAR-enabled AES,World Business Outlook,0.291106,Somewhat-Bullish,0.248325,0.631746
20240110T160218,MSFT,"Fundsmith Underperforms, Smith Takes Aim at AI Hype",Morningstar Canada,0.018482,Neutral,0.321393,0.737285
20240111T080000,MSFT,Upcoming Events,FinancialContent,0.381795,Bullish,0.408583,0.944078
