id,created_at,symbol,body,sentiment_basic
658699379,2026-07-09T20:01:08Z,ORCL,$ORCL Calling Larry right now. Will report back.,Bullish
658699020,2026-07-09T19:59:02Z,ORCL,$ORCL,Bullish
658698504,2026-07-09T19:56:19Z,ORCL,$ORCL 🔥🔥,Bullish
658697939,2026-07-09T19:52:42Z,ORCL,$BMNR ALL TIME LOW SHORT $COIN ALL TIME LOW SHORT $MSTR ALL TIME LOW SHORT $ORCL UNDER 100 SOON  $SNDK SHORT HOLD .... 🥳🥳🥳🥳,Bearish
658697938,2026-07-09T19:52:42Z,ORCL,"$ORCL nice move today, holding calls will pay big time here",Bullish
658697921,2026-07-09T19:52:32Z,ORCL,"$RUM $RUM $RDDT $ORCL PER acquisition disclosures, Northern Data estimated to bring in $825 mm to $1.2 billion in CLOUD REVENUE. Rumble is about to do nearly $2 billion in revenue in 2026 or 8x what they did in 2025. Tell me that isnt HYPER GROWTH",Bullish
658697892,2026-07-09T19:52:24Z,ORCL,"$RUM $RUM $RDDT $ORCL Pretty good start to 2026 for RUMBLE. Landed two cloud contracts. Tether for $250 mm and now TogetherAi for $270 mm. Thats +$500 incremental revenue. Excited to see what other cloud contracts we land with our newly acquired 9 DATA CENTERS, 22k $NVDA GPUs, and 300k CPUs post Northern Data acquisition.",Bullish
658697879,2026-07-09T19:52:19Z,ORCL,$ORCL pin job,
658695668,2026-07-09T19:36:54Z,ORCL,$ORCL uptrend will continue.,Bullish
658695595,2026-07-09T19:36:18Z,ORCL,"$ORCL If we dont close over $145, I&#39;m gonna have to a very stern word with Larry over the phone. Very. Stern.",
658694944,2026-07-09T19:31:21Z,ORCL,$ORCL will close +$146 …tomorrow +$150,Bullish
658694764,2026-07-09T19:30:08Z,ORCL,$ORCL was hoping to close above 145,
658694670,2026-07-09T19:29:28Z,ORCL,$ORCL just close above 145 and we moonshine,
658693605,2026-07-09T19:21:16Z,ORCL,$PLTR $ORCL power hour!,Bullish
658693601,2026-07-09T19:21:12Z,ORCL,$ORCL     Risk here is open ai going bust which is imo less than 1%.    Insane upside. $659 billion with a B secured.    insanity to be short here. ok maybe they shake you out down another 10% here but im not betting against the numbers and Ellison.    This is jmo. this is NOT financial advice.    Omly 1 Frank. google me. Record speaks for itself. I value this stock at $800 price target 2028 max,Bullish
658693523,2026-07-09T19:20:43Z,ORCL,$MSFT $ORCL buy the calls here!!,Bullish
658693350,2026-07-09T19:19:24Z,ORCL,$ORCL Most of the dividends tomorrow will be invested in the stock..at least I’m talking about myself,Bullish
658693204,2026-07-09T19:18:18Z,ORCL,$ORCL risk vs this week&#39;s low,
658693078,2026-07-09T19:17:26Z,ORCL,"$MSFT is basically running the $ORCL playbook here.    Same technical game. Same type of setup.    No need to overcomplicate it. Watch the structure, not the noise.",
658692777,2026-07-09T19:14:57Z,ORCL,$ORCL one fucking day this can’t keep 5 percent,
658692508,2026-07-09T19:12:53Z,ORCL,"$ORCL only looks cheap if that $638B backlog turns into real revenue, not just a headline number.    That’s the whole trade.    If conversion starts showing up clean, bears have a problem. If not, “cheap” is just another value trap with better marketing.",
658692375,2026-07-09T19:11:50Z,ORCL,"$ORCL Just one good news, PR, pictures something, anything, then we are off for good! Come on management turds do something!",Bullish
658692308,2026-07-09T19:11:17Z,ORCL,If $ORCL breaks this heavy support where are we heading lol. $0?,Bullish
658692296,2026-07-09T19:11:09Z,ORCL,$ORCL true,Bullish
658692141,2026-07-09T19:10:03Z,ORCL,"$ORCL sitting right on the 200WMA again.    Last 4 tags of this level all gave at least a 20% bounce in the following weeks. Same setup on paper.    Not calling it magic. Just a clean R/R spot if buyers show up and defend the line. Lose it cleanly, different story.",
658691883,2026-07-09T19:08:10Z,ORCL,$ORCL turned to be a Chinese scam company with pump and dump every 3-6 months,
658691452,2026-07-09T19:05:08Z,ORCL,$ORCL is sitting right on a big level.    Reaction so far is constructive. That horizontal hurdle is doing its job for a bounce.    More than a bounce? Not proven yet. Needs to show follow-through before calling it anything bigger.    Long exposure here is via $IGV. Risk stays tied to this level.,
658691159,2026-07-09T19:03:05Z,ORCL,$ORCL   I am seeing tomorrow Friday July 10 for ex-dividend day of 50cents a share.   $ORCL supposed to be an easy $200+ stock and is navigating in the low to mid $100’s.,Bullish
658690962,2026-07-09T19:01:37Z,ORCL,"$ORCL what a turd , definitely going down tomorrow to $138-135",
658690509,2026-07-09T18:58:20Z,ORCL,$ORCL give me more,
658690304,2026-07-09T18:56:48Z,ORCL,$ORCL It will close above $145 for sure and based on next week positive GEX on options OI and volume. It will move its way up to $150 to $160,Bullish
658690087,2026-07-09T18:55:07Z,ORCL,$ORCL opened a position today at $143.87,Bullish
658690048,2026-07-09T18:54:49Z,ORCL,$INTC $ORCL UP! UP! UP!,Bullish
658689652,2026-07-09T18:51:39Z,ORCL,$ORCL the bottom has already happened,Bullish
658689520,2026-07-09T18:50:39Z,ORCL,Gimme back $INTC 116 and $ORCL 149,Bullish
658689487,2026-07-09T18:50:22Z,ORCL,Big level for Oracle $ORCL right here and the positive reaction that is being observed suggests that the horizontal hurlde is good for a bounce.  Whether it can do anything more than this up for debate.  We are long via $IGV,
658689367,2026-07-09T18:49:28Z,ORCL,$ORCL thats not happening mcfly     You think POTUS is going to let chYna win robot 🤖 race 🌎 🏁     Orange 🍊 will back oracle DOD needs them national security.,Bullish
658689131,2026-07-09T18:47:32Z,ORCL,"$RUM $RDDT $ORCL Rumble&#39;s acquisition of Northern Data brings 9 data centers, 22k $NVDA GPUs and 300k CPUs with a book value of about $8 billion. The market cap of Rumble right now is $3 billion. Those 9 data centers bring in an estimated $800-880 million in revenue for year 1. Additionally, theres 2 more data centers currently under construction. The un-monetized power has an estimated revenue between $1.8 and $2 billion.",Bullish
658688941,2026-07-09T18:46:03Z,ORCL,$WULF $OKLO  Short  . . . Pumping before the Dumping  . . . what happens when they Halt construction of these AI Data Centers?  $META $ORCL,
658688483,2026-07-09T18:42:16Z,ORCL,$INTC $ORCL $QXO WE NEEDED BADLY,
658688105,2026-07-09T18:39:22Z,ORCL,$ORCL $ORCL bought here. In wallstreet land a down grade on an already beaten down company is your buy signal. Gotta know the insider baseball to win the game,Bullish
658688007,2026-07-09T18:38:35Z,ORCL,$ORCL load up guys to $160 by next week,
658687627,2026-07-09T18:35:26Z,ORCL,$ORCL bears 🐻 be warned ⚠️     All dips bought here now    Very,Bullish
658687585,2026-07-09T18:35:06Z,ORCL,"$ORCL   141.60$ would be great to load some more, any shorties willing to help us out in the next hour before we pump into close ?",
658687351,2026-07-09T18:33:16Z,ORCL,$ORCL buying all dips     Shorts 🐻  eviscerated     Bulls buying all dips 📱,Bullish
658687293,2026-07-09T18:32:49Z,ORCL,"$ORCL 🚨 Talks of S&amp;P Downgrade Just when it started to go, now dumps on that",
658687161,2026-07-09T18:31:39Z,ORCL,$ORCL So $144-146 is a choppy consolidation area. There is huge positive GEX for $150 to $160 for next week. So most of the OI and volume is positive. Follow the market makers and options flow.,Bullish
658687107,2026-07-09T18:31:09Z,ORCL,$ORCL this S&amp;P downgrade not surprising. . If you attended the last ORCL earnings call and heard the 2 bozo co CEOs with their totally stupid answers to Wsll St analysts. Didn’t inspire any confidence. Or the new cfo who was like Mary who lost her lamb. And add that Ellison was MIA from the call after totally wrecking the company with his hubris and stupid decisions.,
658687014,2026-07-09T18:30:27Z,ORCL,"$ORCL, tattoo it on Cortex: I run the show here. I don&#39;t engage in useless conversation. Next time, don&#39;t question me and mind your own business.     I know better than anyone on this planet what I’m doing. 😎👋 @deniler1",Bullish
658686966,2026-07-09T18:30:03Z,ORCL,$ORCL not surprised a downgrade came out today after it finnally popped. Tutes and Shorts are trying to keep it down as long as possible until they cant anymore and it goes parabolic for a week or two,
658686910,2026-07-09T18:29:36Z,ORCL,$ORCL A solid power hour would be 😎 👌,Bullish
658686612,2026-07-09T18:27:14Z,ORCL,"$ORCL After all those upgrades that only pushed the stock lower, now comes a downgrade. Knowing Wall Street, these bastards will probably send it straight up.",Bullish
658686560,2026-07-09T18:26:49Z,ORCL,"$ORCL Bulls got trapped, FML",
658686157,2026-07-09T18:23:30Z,ORCL,$ORCL close above $146.,Bullish
658686120,2026-07-09T18:23:17Z,ORCL,"$ORCL It has 28 buy rating, no sell and Avg PT is $263! then sitting at 140 and a downgrade comes in to sell off! see u at 350 in 2027, let them play this stupid game for now",Bullish
658686057,2026-07-09T18:22:50Z,ORCL,$ORCL no way BlackRock allowes it to close under 145!,Bullish
658685988,2026-07-09T18:22:16Z,ORCL,$ORCL forming a inverted hammer on bottom. Potential reversal from here.,
